,code,name,time,price,volume,preprice,type,,,,,,,code,name,time,price,volume,preprice,type,,
876,600516,·½´óÌ¿ËØ,13:47:58,19.8,105300,19.8,ÂòÅÌ,2084940,,,,,846,600516,·½´óÌ¿ËØ,13:50:43,19.71,361920,19.74,ÂôÅÌ,7144300.8,
886,600516,·½´óÌ¿ËØ,13:45:40,19.9,49300,19.88,ÂòÅÌ,980084,,,,,847,600516,·½´óÌ¿ËØ,13:50:37,19.73,47500,19.72,ÂôÅÌ,936700,
887,600516,·½´óÌ¿ËØ,13:45:01,19.9,93600,19.9,ÂòÅÌ,1862640,,,,,848,600516,·½´óÌ¿ËØ,13:50:25,19.71,55800,19.71,ÂôÅÌ,1099818,
890,600516,·½´óÌ¿ËØ,13:43:36,19.98,101600,19.98,ÂòÅÌ,2029968,,,,,851,600516,·½´óÌ¿ËØ,13:50:10,19.7,96020,19.7,ÂôÅÌ,1891594,
891,600516,·½´óÌ¿ËØ,13:38:58,20.02,101600,20.01,ÂòÅÌ,2033016,,,,,852,600516,·½´óÌ¿ËØ,13:50:04,19.7,108900,19.7,ÂôÅÌ,2145330,
893,600516,·½´óÌ¿ËØ,13:37:46,19.98,117700,19.96,ÂòÅÌ,2349292,,,,,854,600516,·½´óÌ¿ËØ,13:49:55,19.7,315920,19.75,ÂôÅÌ,6239420,
896,600516,·½´óÌ¿ËØ,13:36:40,19.92,93700,19.91,ÂòÅÌ,1865567,,,,,855,600516,·½´óÌ¿ËØ,13:49:46,19.75,73700,19.76,ÂôÅÌ,1456312,
899,600516,·½´óÌ¿ËØ,13:34:49,19.95,73900,19.93,ÂòÅÌ,1472827,,,,,856,600516,·½´óÌ¿ËØ,13:49:43,19.76,73700,19.75,ÂôÅÌ,1455575,
904,600516,·½´óÌ¿ËØ,13:33:46,19.93,138500,19.92,ÂòÅÌ,2758920,,,,,857,600516,·½´óÌ¿ËØ,13:49:40,19.75,56700,19.77,ÂôÅÌ,1120959,
905,600516,·½´óÌ¿ËØ,13:33:04,19.94,114700,19.93,ÂòÅÌ,2285971,,,,,860,600516,·½´óÌ¿ËØ,13:49:22,19.72,42000,19.77,ÂôÅÌ,830340,
909,600516,·½´óÌ¿ËØ,13:30:43,20.03,42000,20.03,ÂòÅÌ,841260,,,,,864,600516,·½´óÌ¿ËØ,13:49:07,19.71,117400,19.74,ÂôÅÌ,2317476,
910,600516,·½´óÌ¿ËØ,13:29:34,20,50500,19.98,ÂòÅÌ,1008990,,,,,865,600516,·½´óÌ¿ËØ,13:49:01,19.72,103000,19.75,ÂôÅÌ,2034250,
911,600516,·½´óÌ¿ËØ,13:29:01,19.99,57800,19.97,ÂòÅÌ,1154266,,,,,867,600516,·½´óÌ¿ËØ,13:48:40,19.79,413300,19.79,ÂôÅÌ,8179207,
914,600516,·½´óÌ¿ËØ,13:25:34,20.02,43804,20.02,ÂòÅÌ,876956.08,,,,,868,600516,·½´óÌ¿ËØ,13:48:28,19.8,678300,19.8,ÂôÅÌ,13430340,
916,600516,·½´óÌ¿ËØ,13:25:13,20.09,120600,20.05,ÂòÅÌ,2418030,,,,,869,600516,·½´óÌ¿ËØ,13:48:25,19.8,64300,19.8,ÂôÅÌ,1273140,
917,600516,·½´óÌ¿ËØ,13:23:57,20.03,48820,20,ÂòÅÌ,976400,,,,,870,600516,·½´óÌ¿ËØ,13:48:19,19.79,52000,19.8,ÂôÅÌ,1029600,
919,600516,·½´óÌ¿ËØ,13:23:45,20,66480,19.98,ÂòÅÌ,1328270.4,,,,,873,600516,·½´óÌ¿ËØ,13:48:10,19.79,42700,19.8,ÂôÅÌ,845460,
922,600516,·½´óÌ¿ËØ,13:22:06,19.93,45700,19.93,ÂòÅÌ,910801,,,,,875,600516,·½´óÌ¿ËØ,13:48:01,19.79,652400,19.8,ÂôÅÌ,12917520,
925,600516,·½´óÌ¿ËØ,13:20:43,19.91,44600,19.9,ÂòÅÌ,887540,,,,,877,600516,·½´óÌ¿ËØ,13:47:52,19.78,106400,19.79,ÂôÅÌ,2105656,
926,600516,·½´óÌ¿ËØ,13:20:19,19.9,61595,19.89,ÂòÅÌ,1225124.55,,,,,878,600516,·½´óÌ¿ËØ,13:47:49,19.79,80100,19.8,ÂôÅÌ,1585980,
927,600516,·½´óÌ¿ËØ,13:20:01,19.9,92000,19.88,ÂòÅÌ,1828960,,,,,879,600516,·½´óÌ¿ËØ,13:47:43,19.8,52648,19.8,ÂôÅÌ,1042430.4,
930,600516,·½´óÌ¿ËØ,13:18:58,19.95,53300,19.95,ÂòÅÌ,1063335,,,,,881,600516,·½´óÌ¿ËØ,13:47:34,19.86,42700,19.87,ÂôÅÌ,848449,
934,600516,·½´óÌ¿ËØ,13:16:46,19.87,55800,19.87,ÂòÅÌ,1108746,,,,,882,600516,·½´óÌ¿ËØ,13:47:28,19.88,48100,19.88,ÂôÅÌ,956228,
935,600516,·½´óÌ¿ËØ,13:16:22,19.86,110040,19.85,ÂòÅÌ,2184294,,,,,883,600516,·½´óÌ¿ËØ,13:47:25,19.88,45600,19.88,ÂôÅÌ,906528,
936,600516,·½´óÌ¿ËØ,13:16:16,19.85,53500,19.85,ÂòÅÌ,1061975,,,,,884,600516,·½´óÌ¿ËØ,13:47:04,19.9,78800,19.91,ÂôÅÌ,1568908,
937,600516,·½´óÌ¿ËØ,13:16:10,19.87,58600,19.86,ÂòÅÌ,1163796,,,,,888,600516,·½´óÌ¿ËØ,13:44:55,19.9,253900,19.93,ÂôÅÌ,5060227,
938,600516,·½´óÌ¿ËØ,13:16:01,19.86,144700,19.86,ÂòÅÌ,2873742,,,,,889,600516,·½´óÌ¿ËØ,13:44:24,19.95,51900,19.96,ÂôÅÌ,1035924,
943,600516,·½´óÌ¿ËØ,13:12:37,20,43900,20,ÂòÅÌ,878000,,,,,892,600516,·½´óÌ¿ËØ,13:38:40,19.99,43000,19.99,ÂôÅÌ,859570,
944,600516,·½´óÌ¿ËØ,13:11:49,19.99,96000,19.97,ÂòÅÌ,1917120,,,,,894,600516,·½´óÌ¿ËØ,13:36:52,19.92,52000,19.93,ÂôÅÌ,1036360,
945,600516,·½´óÌ¿ËØ,13:11:22,19.94,51800,19.93,ÂòÅÌ,1032374,,,,,895,600516,·½´óÌ¿ËØ,13:36:43,19.92,43200,19.92,ÂôÅÌ,860544,
949,600516,·½´óÌ¿ËØ,13:10:16,19.9,45200,19.89,ÂòÅÌ,899028,,,,,900,600516,·½´óÌ¿ËØ,13:34:43,19.91,43400,19.92,ÂôÅÌ,864528,
950,600516,·½´óÌ¿ËØ,13:10:10,19.9,91800,19.9,ÂòÅÌ,1826820,,,,,901,600516,·½´óÌ¿ËØ,13:34:31,19.91,272000,19.93,ÂôÅÌ,5420960,
952,600516,·½´óÌ¿ËØ,13:09:46,19.91,41200,19.9,ÂòÅÌ,819880,,,,,902,600516,·½´óÌ¿ËØ,13:34:28,19.93,220100,19.93,ÂôÅÌ,4386593,
958,600516,·½´óÌ¿ËØ,13:08:12,20.02,89812,20.01,ÂòÅÌ,1797138.12,,,,,903,600516,·½´óÌ¿ËØ,13:34:19,19.91,44300,19.92,ÂôÅÌ,882456,
960,600516,·½´óÌ¿ËØ,13:06:48,20.06,41900,20.03,ÂòÅÌ,839257,,,,,906,600516,·½´óÌ¿ËØ,13:32:55,19.9,390056,19.94,ÂôÅÌ,7777716.64,
963,600516,·½´óÌ¿ËØ,13:00:04,20.1,167581,20.07,ÂòÅÌ,3363350.67,,,,,907,600516,·½´óÌ¿ËØ,13:32:43,19.92,48200,19.96,ÂôÅÌ,962072,
964,600516,·½´óÌ¿ËØ,13:00:01,20.07,111700,20.06,ÂòÅÌ,2240702,,,,,908,600516,·½´óÌ¿ËØ,13:32:34,19.93,42500,19.95,ÂôÅÌ,847875,
966,600516,·½´óÌ¿ËØ,11:29:07,20.01,41420,20.01,ÂòÅÌ,828814.2,,,,,912,600516,·½´óÌ¿ËØ,13:27:28,19.98,103700,20,ÂôÅÌ,2074000,
967,600516,·½´óÌ¿ËØ,11:28:46,20,42700,20,ÂòÅÌ,854000,,,,,913,600516,·½´óÌ¿ËØ,13:27:16,20,104296,20.03,ÂôÅÌ,2089048.88,
969,600516,·½´óÌ¿ËØ,11:28:19,20.01,46100,20,ÂòÅÌ,922000,,,,,915,600516,·½´óÌ¿ËØ,13:25:22,20.02,41896,20.08,ÂôÅÌ,841271.68,
973,600516,·½´óÌ¿ËØ,11:26:10,20,55600,20,ÂòÅÌ,1112000,,,,,918,600516,·½´óÌ¿ËØ,13:23:51,20,48100,20,ÂôÅÌ,962000,
975,600516,·½´óÌ¿ËØ,11:26:01,20.02,43000,20.02,ÂòÅÌ,860860,,,,,920,600516,·½´óÌ¿ËØ,13:23:21,19.98,47000,19.98,ÂôÅÌ,939060,
976,600516,·½´óÌ¿ËØ,11:25:58,20.02,57000,20.02,ÂòÅÌ,1141140,,,,,921,600516,·½´óÌ¿ËØ,13:22:48,19.95,50000,19.98,ÂôÅÌ,999000,
977,600516,·½´óÌ¿ËØ,11:25:15,20.11,458700,20.1,ÂòÅÌ,9219870,,,,,923,600516,·½´óÌ¿ËØ,13:21:16,19.9,120300,19.92,ÂôÅÌ,2396376,
978,600516,·½´óÌ¿ËØ,11:25:10,20.11,62700,20.11,ÂòÅÌ,1260897,,,,,924,600516,·½´óÌ¿ËØ,13:21:01,19.9,65000,19.91,ÂôÅÌ,1294150,
981,600516,·½´óÌ¿ËØ,11:22:13,20.08,63000,20.08,ÂòÅÌ,1265040,,,,,928,600516,·½´óÌ¿ËØ,13:19:49,19.9,47400,19.9,ÂôÅÌ,943260,
983,600516,·½´óÌ¿ËØ,11:20:22,20.1,131000,20.1,ÂòÅÌ,2633100,,,,,929,600516,·½´óÌ¿ËØ,13:19:34,19.91,107600,19.92,ÂôÅÌ,2143392,
986,600516,·½´óÌ¿ËØ,11:18:49,20.19,46800,20.18,ÂòÅÌ,944424,,,,,931,600516,·½´óÌ¿ËØ,13:17:22,19.88,58300,19.9,ÂôÅÌ,1160170,
987,600516,·½´óÌ¿ËØ,11:17:58,20.23,55400,20.22,ÂòÅÌ,1120188,,,,,932,600516,·½´óÌ¿ËØ,13:17:04,19.82,206400,19.87,ÂôÅÌ,4101168,
988,600516,·½´óÌ¿ËØ,11:17:49,20.22,44500,20.21,ÂòÅÌ,899345,,,,,933,600516,·½´óÌ¿ËØ,13:16:58,19.86,75200,19.88,ÂôÅÌ,1494976,
989,600516,·½´óÌ¿ËØ,11:17:40,20.23,50700,20.23,ÂòÅÌ,1025661,,,,,939,600516,·½´óÌ¿ËØ,13:15:34,19.88,49388,19.91,ÂôÅÌ,983315.08,
990,600516,·½´óÌ¿ËØ,11:17:27,20.23,40100,20.21,ÂòÅÌ,810421,,,,,940,600516,·½´óÌ¿ËØ,13:15:16,19.93,110400,19.94,ÂôÅÌ,2201376,
991,600516,·½´óÌ¿ËØ,11:17:21,20.22,98420,20.19,ÂòÅÌ,1987099.8,,,,,941,600516,·½´óÌ¿ËØ,13:15:07,19.93,47000,19.95,ÂôÅÌ,937650,
993,600516,·½´óÌ¿ËØ,11:17:15,20.22,70020,20.2,ÂòÅÌ,1414404,,,,,942,600516,·½´óÌ¿ËØ,13:13:43,19.98,105300,19.98,ÂôÅÌ,2103894,
994,600516,·½´óÌ¿ËØ,11:17:06,20.2,104300,20.2,ÂòÅÌ,2106860,,,,,946,600516,·½´óÌ¿ËØ,13:11:01,19.91,51900,19.91,ÂôÅÌ,1033329,
996,600516,·½´óÌ¿ËØ,11:16:06,20.19,40400,20.19,ÂòÅÌ,815676,,,,,947,600516,·½´óÌ¿ËØ,13:10:31,19.9,44200,19.9,ÂôÅÌ,879580,
997,600516,·½´óÌ¿ËØ,11:14:15,20.19,106700,20.18,ÂòÅÌ,2153206,,,,,948,600516,·½´óÌ¿ËØ,13:10:25,19.89,43100,19.9,ÂôÅÌ,857690,
999,600516,·½´óÌ¿ËØ,11:13:54,20.2,49700,20.2,ÂòÅÌ,1003940,,,,,951,600516,·½´óÌ¿ËØ,13:10:04,19.89,66200,19.89,ÂôÅÌ,1316718,
1000,600516,·½´óÌ¿ËØ,11:13:06,20.17,231800,20.14,ÂòÅÌ,4668452,,,,,953,600516,·½´óÌ¿ËØ,13:09:34,19.91,206200,19.93,ÂôÅÌ,4109566,
1003,600516,·½´óÌ¿ËØ,11:12:21,20.13,58900,20.13,ÂòÅÌ,1185657,,,,,954,600516,·½´óÌ¿ËØ,13:09:10,19.97,207900,19.97,ÂôÅÌ,4151763,
1005,600516,·½´óÌ¿ËØ,11:11:48,20.1,44900,20.09,ÂòÅÌ,902041,,,,,955,600516,·½´óÌ¿ËØ,13:08:55,19.97,56400,19.97,ÂôÅÌ,1126308,
1006,600516,·½´óÌ¿ËØ,11:10:39,20.06,40900,20.09,ÂòÅÌ,821681,,,,,956,600516,·½´óÌ¿ËØ,13:08:46,19.98,73900,20,ÂôÅÌ,1478000,
1009,600516,·½´óÌ¿ËØ,11:07:49,20.1,58100,20.09,ÂòÅÌ,1167229,,,,,957,600516,·½´óÌ¿ËØ,13:08:33,20,54400,20.01,ÂôÅÌ,1088544,
1016,600516,·½´óÌ¿ËØ,11:06:25,20.22,112400,20.22,ÂòÅÌ,2272728,,,,,959,600516,·½´óÌ¿ËØ,13:08:01,20.02,92500,20.05,ÂôÅÌ,1854625,
1017,600516,·½´óÌ¿ËØ,11:06:22,20.22,52200,20.22,ÂòÅÌ,1055484,,,,,961,600516,·½´óÌ¿ËØ,13:05:06,20.04,41400,20.04,ÂôÅÌ,829656,
1018,600516,·½´óÌ¿ËØ,11:06:12,20.22,46300,20.2,ÂòÅÌ,935260,,,,,962,600516,·½´óÌ¿ËØ,13:03:51,20.06,42800,20.06,ÂôÅÌ,858568,
1019,600516,·½´óÌ¿ËØ,11:06:04,20.2,80500,20.18,ÂòÅÌ,1624490,,,,,965,600516,·½´óÌ¿ËØ,11:29:55,20.03,49900,20.04,ÂôÅÌ,999996,
1020,600516,·½´óÌ¿ËØ,11:05:58,20.18,210049,20.15,ÂòÅÌ,4232487.35,,,,,968,600516,·½´óÌ¿ËØ,11:28:43,20,88800,20,ÂôÅÌ,1776000,
1025,600516,·½´óÌ¿ËØ,11:04:37,20.17,119100,20.16,ÂòÅÌ,2401056,,,,,970,600516,·½´óÌ¿ËØ,11:27:13,20.02,58000,20.02,ÂôÅÌ,1161160,
1027,600516,·½´óÌ¿ËØ,11:04:18,20.2,125000,20.2,ÂòÅÌ,2525000,,,,,971,600516,·½´óÌ¿ËØ,11:27:10,20.02,46100,20.02,ÂôÅÌ,922922,
1028,600516,·½´óÌ¿ËØ,11:04:07,20.24,99300,20.2,ÂòÅÌ,2005860,,,,,974,600516,·½´óÌ¿ËØ,11:26:04,20,46900,20.02,ÂôÅÌ,938938,
1030,600516,·½´óÌ¿ËØ,11:04:01,20.23,282149,20.19,ÂòÅÌ,5696588.31,,,,,979,600516,·½´óÌ¿ËØ,11:25:07,20.11,51900,20.11,ÂôÅÌ,1043709,
1032,600516,·½´óÌ¿ËØ,11:03:55,20.2,58209,20.19,ÂòÅÌ,1175239.71,,,,,980,600516,·½´óÌ¿ËØ,11:24:19,20.15,44700,20.16,ÂôÅÌ,901152,
1033,600516,·½´óÌ¿ËØ,11:03:49,20.2,139209,20.19,ÂòÅÌ,2810629.71,,,,,982,600516,·½´óÌ¿ËØ,11:20:51,20.01,101000,20.05,ÂôÅÌ,2025050,
1034,600516,·½´óÌ¿ËØ,11:03:43,20.19,210200,20.15,ÂòÅÌ,4235530,,,,,984,600516,·½´óÌ¿ËØ,11:20:16,20.1,70000,20.12,ÂôÅÌ,1408400,
1035,600516,·½´óÌ¿ËØ,11:03:34,20.13,60380,20.11,ÂòÅÌ,1214241.8,,,,,985,600516,·½´óÌ¿ËØ,11:20:10,20.12,101000,20.12,ÂôÅÌ,2032120,
1036,600516,·½´óÌ¿ËØ,11:03:25,20.1,199200,20.09,ÂòÅÌ,4001928,,,,,992,600516,·½´óÌ¿ËØ,11:17:18,20.19,128780,20.22,ÂôÅÌ,2603931.6,
1037,600516,·½´óÌ¿ËØ,11:03:19,20.09,145251,20.07,ÂòÅÌ,2915187.57,,,,,998,600516,·½´óÌ¿ËØ,11:14:12,20.18,72300,20.19,ÂôÅÌ,1459737,
1038,600516,·½´óÌ¿ËØ,11:02:48,20.03,257000,20.03,ÂòÅÌ,5147710,,,,,1001,600516,·½´óÌ¿ËØ,11:13:00,20.15,56800,20.16,ÂôÅÌ,1145088,
1040,600516,·½´óÌ¿ËØ,10:59:31,20,68100,19.98,ÂòÅÌ,1360638,,,,,1002,600516,·½´óÌ¿ËØ,11:12:39,20.14,46100,20.15,ÂôÅÌ,928915,
1041,600516,·½´óÌ¿ËØ,10:59:25,19.99,49800,19.98,ÂòÅÌ,995004,,,,,1004,600516,·½´óÌ¿ËØ,11:11:51,20.09,41200,20.1,ÂôÅÌ,828120,
1042,600516,·½´óÌ¿ËØ,10:59:16,19.97,96300,19.96,ÂòÅÌ,1922148,,,,,1007,600516,·½´óÌ¿ËØ,11:09:28,20.11,50700,20.14,ÂôÅÌ,1021098,
1043,600516,·½´óÌ¿ËØ,10:55:58,19.95,58000,19.95,ÂòÅÌ,1157100,,,,,1008,600516,·½´óÌ¿ËØ,11:09:13,20.14,96500,20.14,ÂôÅÌ,1943510,
1045,600516,·½´óÌ¿ËØ,10:54:27,20.01,51400,20,ÂòÅÌ,1028000,,,,,1010,600516,·½´óÌ¿ËØ,11:07:40,20.1,50200,20.1,ÂôÅÌ,1009020,
1046,600516,·½´óÌ¿ËØ,10:52:18,19.95,94500,19.94,ÂòÅÌ,1884330,,,,,1011,600516,·½´óÌ¿ËØ,11:06:46,20.18,161751,20.19,ÂôÅÌ,3265752.69,
1048,600516,·½´óÌ¿ËØ,10:49:54,19.88,62861,19.85,ÂòÅÌ,1247790.85,,,,,1012,600516,·½´óÌ¿ËØ,11:06:43,20.19,94100,20.2,ÂôÅÌ,1900820,
1056,600516,·½´óÌ¿ËØ,10:48:09,20.01,41300,19.99,ÂòÅÌ,825587,,,,,1013,600516,·½´óÌ¿ËØ,11:06:36,20.2,81900,20.21,ÂôÅÌ,1655199,
1058,600516,·½´óÌ¿ËØ,10:47:59,20.02,87100,20,ÂòÅÌ,1742000,,,,,1014,600516,·½´óÌ¿ËØ,11:06:34,20.21,49800,20.22,ÂôÅÌ,1006956,
1059,600516,·½´óÌ¿ËØ,10:47:45,20.01,52100,20.01,ÂòÅÌ,1042521,,,,,1015,600516,·½´óÌ¿ËØ,11:06:28,20.22,62100,20.22,ÂôÅÌ,1255662,
1061,600516,·½´óÌ¿ËØ,10:47:25,20.01,52500,20.02,ÂòÅÌ,1051050,,,,,1021,600516,·½´óÌ¿ËØ,11:05:48,20.14,59300,20.14,ÂôÅÌ,1194302,
1062,600516,·½´óÌ¿ËØ,10:47:21,20.02,51500,20.01,ÂòÅÌ,1030515,,,,,1022,600516,·½´óÌ¿ËØ,11:05:45,20.14,101400,20.14,ÂôÅÌ,2042196,
1065,600516,·½´óÌ¿ËØ,10:47:01,20,50800,19.99,ÂòÅÌ,1015492,,,,,1023,600516,·½´óÌ¿ËØ,11:05:31,20.13,61600,20.14,ÂôÅÌ,1240624,
1067,600516,·½´óÌ¿ËØ,10:46:10,19.98,54700,19.98,ÂòÅÌ,1092906,,,,,1024,600516,·½´óÌ¿ËØ,11:04:46,20.1,96920,20.15,ÂôÅÌ,1952938,
1068,600516,·½´óÌ¿ËØ,10:46:00,19.98,52800,19.95,ÂòÅÌ,1053360,,,,,1026,600516,·½´óÌ¿ËØ,11:04:22,20.18,140351,20.2,ÂôÅÌ,2835090.2,
1071,600516,·½´óÌ¿ËØ,10:45:28,20.04,50700,20.04,ÂòÅÌ,1016028,,,,,1029,600516,·½´óÌ¿ËØ,11:04:04,20.2,72600,20.23,ÂôÅÌ,1468698,
1072,600516,·½´óÌ¿ËØ,10:45:10,20.02,62800,20.02,ÂòÅÌ,1257256,,,,,1031,600516,·½´óÌ¿ËØ,11:03:58,20.19,194891,20.2,ÂôÅÌ,3936798.2,
1073,600516,·½´óÌ¿ËØ,10:44:49,19.97,636500,19.95,ÂòÅÌ,12698175,,,,,1039,600516,·½´óÌ¿ËØ,11:00:40,20.03,47800,20.03,ÂôÅÌ,957434,
1074,600516,·½´óÌ¿ËØ,10:44:46,19.95,171300,19.93,ÂòÅÌ,3414009,,,,,1044,600516,·½´óÌ¿ËØ,10:55:36,19.98,57500,19.99,ÂôÅÌ,1149425,
1078,600516,·½´óÌ¿ËØ,10:44:04,19.93,52600,19.91,ÂòÅÌ,1047266,,,,,1047,600516,·½´óÌ¿ËØ,10:50:51,19.87,85000,19.88,ÂôÅÌ,1689800,
1080,600516,·½´óÌ¿ËØ,10:43:49,19.93,46800,19.91,ÂòÅÌ,931788,,,,,1049,600516,·½´óÌ¿ËØ,10:49:48,19.85,216439,19.89,ÂôÅÌ,4304971.71,
1083,600516,·½´óÌ¿ËØ,10:40:49,19.93,416800,19.94,ÂòÅÌ,8310992,,,,,1050,600516,·½´óÌ¿ËØ,10:49:24,19.9,56630,19.91,ÂôÅÌ,1127503.3,
1085,600516,·½´óÌ¿ËØ,10:40:31,19.95,66000,19.92,ÂòÅÌ,1314720,,,,,1051,600516,·½´óÌ¿ËØ,10:48:57,19.9,51600,19.94,ÂôÅÌ,1028904,
1088,600516,·½´óÌ¿ËØ,10:39:58,19.98,116200,19.94,ÂòÅÌ,2317028,,,,,1052,600516,·½´óÌ¿ËØ,10:48:38,19.95,56900,19.98,ÂôÅÌ,1136862,
1089,600516,·½´óÌ¿ËØ,10:39:09,19.92,51040,19.91,ÂòÅÌ,1016206.4,,,,,1053,600516,·½´óÌ¿ËØ,10:48:29,19.96,84440,19.97,ÂôÅÌ,1686266.8,
1090,600516,·½´óÌ¿ËØ,10:38:52,19.92,71300,19.89,ÂòÅÌ,1418157,,,,,1054,600516,·½´óÌ¿ËØ,10:48:24,19.97,44860,19.98,ÂôÅÌ,896302.8,
1091,600516,·½´óÌ¿ËØ,10:38:34,19.9,65661,19.88,ÂòÅÌ,1305340.68,,,,,1055,600516,·½´óÌ¿ËØ,10:48:14,19.99,75700,20.01,ÂôÅÌ,1514757,
1092,600516,·½´óÌ¿ËØ,10:37:19,19.88,40500,19.88,ÂòÅÌ,805140,,,,,1057,600516,·½´óÌ¿ËØ,10:48:03,19.98,55500,20.02,ÂôÅÌ,1111110,
1093,600516,·½´óÌ¿ËØ,10:35:57,19.8,59500,19.8,ÂòÅÌ,1178100,,,,,1063,600516,·½´óÌ¿ËØ,10:47:13,20,55800,20.02,ÂôÅÌ,1117116,
1098,600516,·½´óÌ¿ËØ,10:34:16,19.83,52000,19.8,ÂòÅÌ,1029600,,,,,1064,600516,·½´óÌ¿ËØ,10:47:06,19.99,48200,20,ÂôÅÌ,964000,
1100,600516,·½´óÌ¿ËØ,10:33:39,19.81,48100,19.8,ÂòÅÌ,952380,,,,,1066,600516,·½´óÌ¿ËØ,10:46:18,19.97,47500,19.98,ÂôÅÌ,949050,
1105,600516,·½´óÌ¿ËØ,10:32:48,19.91,71981,19.9,ÂòÅÌ,1432421.9,,,,,1069,600516,·½´óÌ¿ËØ,10:45:40,19.95,132100,20,ÂôÅÌ,2642000,
1106,600516,·½´óÌ¿ËØ,10:32:42,19.9,62900,19.88,ÂòÅÌ,1250452,,,,,1070,600516,·½´óÌ¿ËØ,10:45:31,20.03,145845,20.04,ÂôÅÌ,2922733.8,
1108,600516,·½´óÌ¿ËØ,10:32:30,19.94,62300,19.94,ÂòÅÌ,1242262,,,,,1075,600516,·½´óÌ¿ËØ,10:44:43,19.93,111900,19.93,ÂôÅÌ,2230167,
1109,600516,·½´óÌ¿ËØ,10:32:21,19.96,109000,19.95,ÂòÅÌ,2174550,,,,,1076,600516,·½´óÌ¿ËØ,10:44:39,19.93,67700,19.94,ÂôÅÌ,1349938,
1110,600516,·½´óÌ¿ËØ,10:32:15,19.96,93300,19.94,ÂòÅÌ,1860402,,,,,1077,600516,·½´óÌ¿ËØ,10:44:33,19.93,55700,19.94,ÂôÅÌ,1110658,
1112,600516,·½´óÌ¿ËØ,10:32:03,19.97,55400,19.97,ÂòÅÌ,1106338,,,,,1079,600516,·½´óÌ¿ËØ,10:43:54,19.9,54630,19.92,ÂôÅÌ,1088229.6,
1113,600516,·½´óÌ¿ËØ,10:31:54,19.96,58300,19.96,ÂòÅÌ,1163668,,,,,1081,600516,·½´óÌ¿ËØ,10:42:10,19.9,85900,19.9,ÂôÅÌ,1709410,
1115,600516,·½´óÌ¿ËØ,10:31:30,19.91,55639,19.89,ÂòÅÌ,1106659.71,,,,,1082,600516,·½´óÌ¿ËØ,10:41:13,19.88,60300,19.91,ÂôÅÌ,1200573,
1119,600516,·½´óÌ¿ËØ,10:30:45,19.88,83804,19.87,ÂòÅÌ,1665185.48,,,,,1084,600516,·½´óÌ¿ËØ,10:40:40,19.92,52900,19.92,ÂôÅÌ,1053768,
1120,600516,·½´óÌ¿ËØ,10:30:36,19.86,66300,19.85,ÂòÅÌ,1316055,,,,,1086,600516,·½´óÌ¿ËØ,10:40:25,19.92,86945,19.98,ÂôÅÌ,1737161.1,
1121,600516,·½´óÌ¿ËØ,10:30:30,19.85,41696,19.83,ÂòÅÌ,826831.68,,,,,1087,600516,·½´óÌ¿ËØ,10:40:07,19.98,62300,19.98,ÂôÅÌ,1244754,
1123,600516,·½´óÌ¿ËØ,10:30:00,19.85,171596,19.84,ÂòÅÌ,3404464.64,,,,,1094,600516,·½´óÌ¿ËØ,10:35:46,19.8,86500,19.8,ÂôÅÌ,1712700,
1124,600516,·½´óÌ¿ËØ,10:29:54,19.84,50100,19.83,ÂòÅÌ,993483,,,,,1095,600516,·½´óÌ¿ËØ,10:35:06,19.79,80600,19.81,ÂôÅÌ,1596686,
1125,600516,·½´óÌ¿ËØ,10:29:48,19.86,81800,19.85,ÂòÅÌ,1623730,,,,,1096,600516,·½´óÌ¿ËØ,10:34:51,19.81,87200,19.81,ÂôÅÌ,1727432,
1126,600516,·½´óÌ¿ËØ,10:28:18,19.85,195996,19.8,ÂòÅÌ,3880720.8,,,,,1097,600516,·½´óÌ¿ËØ,10:34:27,19.81,119700,19.81,ÂôÅÌ,2371257,
1129,600516,·½´óÌ¿ËØ,10:26:05,19.8,152100,19.77,ÂòÅÌ,3007017,,,,,1099,600516,·½´óÌ¿ËØ,10:34:00,19.8,135100,19.85,ÂôÅÌ,2681735,
1130,600516,·½´óÌ¿ËØ,10:25:47,19.77,151900,19.76,ÂòÅÌ,3001544,,,,,1101,600516,·½´óÌ¿ËØ,10:33:34,19.8,162800,19.85,ÂôÅÌ,3231580,
1134,600516,·½´óÌ¿ËØ,10:25:15,19.85,119800,19.84,ÂòÅÌ,2376832,,,,,1102,600516,·½´óÌ¿ËØ,10:33:27,19.82,102200,19.85,ÂôÅÌ,2028670,
1135,600516,·½´óÌ¿ËØ,10:24:22,19.89,47300,19.88,ÂòÅÌ,940324,,,,,1103,600516,·½´óÌ¿ËØ,10:33:03,19.88,41300,19.9,ÂôÅÌ,821870,
1137,600516,·½´óÌ¿ËØ,10:24:06,19.89,42000,19.88,ÂòÅÌ,834960,,,,,1104,600516,·½´óÌ¿ËØ,10:32:54,19.9,47619,19.9,ÂôÅÌ,947618.1,
1138,600516,·½´óÌ¿ËØ,10:23:19,19.88,70800,19.86,ÂòÅÌ,1406088,,,,,1107,600516,·½´óÌ¿ËØ,10:32:39,19.88,48719,19.93,ÂôÅÌ,970969.67,
1139,600516,·½´óÌ¿ËØ,10:23:09,19.87,50100,19.87,ÂòÅÌ,995487,,,,,1111,600516,·½´óÌ¿ËØ,10:32:12,19.94,50800,19.96,ÂôÅÌ,1013968,
