,code,name,time,price,volume,preprice,type,,,,,,,code,name,time,price,volume,preprice,type,,
1141,600516,·½´óÌ¿ËØ,10:22:28,19.94,43200,19.94,ÂòÅÌ,861408,,,,,1114,600516,·½´óÌ¿ËØ,10:31:42,19.92,52600,19.92,ÂôÅÌ,1047792,
1142,600516,·½´óÌ¿ËØ,10:22:22,19.94,164520,19.93,ÂòÅÌ,3278883.6,,,,,1116,600516,·½´óÌ¿ËØ,10:31:15,19.87,47000,19.89,ÂôÅÌ,934830,
1143,600516,·½´óÌ¿ËØ,10:21:52,19.93,55900,19.91,ÂòÅÌ,1112969,,,,,1117,600516,·½´óÌ¿ËØ,10:31:06,19.87,67700,19.89,ÂôÅÌ,1346553,
1144,600516,·½´óÌ¿ËØ,10:21:39,19.9,86500,19.87,ÂòÅÌ,1718755,,,,,1118,600516,·½´óÌ¿ËØ,10:30:54,19.87,60600,19.89,ÂôÅÌ,1205334,
1145,600516,·½´óÌ¿ËØ,10:21:13,19.82,42400,19.82,ÂòÅÌ,840368,,,,,1122,600516,·½´óÌ¿ËØ,10:30:03,19.83,47704,19.85,ÂôÅÌ,946924.4,
1146,600516,·½´óÌ¿ËØ,10:21:07,19.82,68900,19.8,ÂòÅÌ,1364220,,,,,1127,600516,·½´óÌ¿ËØ,10:28:15,19.8,103504,19.84,ÂôÅÌ,2053519.36,
1148,600516,·½´óÌ¿ËØ,10:20:52,19.81,47000,19.8,ÂòÅÌ,930600,,,,,1128,600516,·½´óÌ¿ËØ,10:26:47,19.83,46200,19.83,ÂôÅÌ,916146,
1149,600516,·½´óÌ¿ËØ,10:20:49,19.8,75800,19.8,ÂòÅÌ,1500840,,,,,1131,600516,·½´óÌ¿ËØ,10:25:44,19.76,57020,19.8,ÂôÅÌ,1128996,
1151,600516,·½´óÌ¿ËØ,10:20:10,19.77,43280,19.76,ÂòÅÌ,855212.8,,,,,1132,600516,·½´óÌ¿ËØ,10:25:33,19.78,43800,19.8,ÂôÅÌ,867240,
1152,600516,·½´óÌ¿ËØ,10:19:55,19.78,40180,19.76,ÂòÅÌ,793956.8,,,,,1133,600516,·½´óÌ¿ËØ,10:25:29,19.8,41600,19.85,ÂôÅÌ,825760,
1155,600516,·½´óÌ¿ËØ,10:19:09,19.84,41700,19.81,ÂòÅÌ,826077,,,,,1136,600516,·½´óÌ¿ËØ,10:24:10,19.88,53300,19.89,ÂôÅÌ,1060137,
1156,600516,·½´óÌ¿ËØ,10:18:22,19.77,59800,19.76,ÂòÅÌ,1181648,,,,,1140,600516,·½´óÌ¿ËØ,10:22:31,19.9,112004,19.94,ÂôÅÌ,2233359.76,
1158,600516,·½´óÌ¿ËØ,10:17:51,19.73,107100,19.72,ÂòÅÌ,2112012,,,,,1147,600516,·½´óÌ¿ËØ,10:21:01,19.8,52200,19.8,ÂôÅÌ,1033560,
1162,600516,·½´óÌ¿ËØ,10:17:24,19.7,96670,19.7,ÂòÅÌ,1904399,,,,,1150,600516,·½´óÌ¿ËØ,10:20:36,19.78,78000,19.78,ÂôÅÌ,1542840,
1164,600516,·½´óÌ¿ËØ,10:17:15,19.7,67000,19.7,ÂòÅÌ,1319900,,,,,1153,600516,·½´óÌ¿ËØ,10:19:51,19.76,64000,19.78,ÂôÅÌ,1265920,
1166,600516,·½´óÌ¿ËØ,10:16:58,19.7,46900,19.7,ÂòÅÌ,923930,,,,,1154,600516,·½´óÌ¿ËØ,10:19:31,19.79,149400,19.83,ÂôÅÌ,2962602,
1171,600516,·½´óÌ¿ËØ,10:16:00,19.74,61200,19.74,ÂòÅÌ,1208088,,,,,1157,600516,·½´óÌ¿ËØ,10:17:57,19.71,86100,19.73,ÂôÅÌ,1698753,
1173,600516,·½´óÌ¿ËØ,10:14:37,19.83,47300,19.82,ÂòÅÌ,937486,,,,,1160,600516,·½´óÌ¿ËØ,10:17:42,19.7,75700,19.71,ÂôÅÌ,1492047,
1174,600516,·½´óÌ¿ËØ,10:14:24,19.82,44700,19.8,ÂòÅÌ,885060,,,,,1161,600516,·½´óÌ¿ËØ,10:17:28,19.68,86900,19.7,ÂôÅÌ,1711930,
1179,600516,·½´óÌ¿ËØ,10:13:09,19.8,139560,19.79,ÂòÅÌ,2761892.4,,,,,1163,600516,·½´óÌ¿ËØ,10:17:19,19.69,45400,19.7,ÂôÅÌ,894380,
1180,600516,·½´óÌ¿ËØ,10:13:06,19.79,227600,19.77,ÂòÅÌ,4499652,,,,,1165,600516,·½´óÌ¿ËØ,10:17:00,19.68,52938,19.7,ÂôÅÌ,1042878.6,
1181,600516,·½´óÌ¿ËØ,10:12:36,19.74,40700,19.73,ÂòÅÌ,803011,,,,,1167,600516,·½´óÌ¿ËØ,10:16:55,19.7,55600,19.7,ÂôÅÌ,1095320,
1187,600516,·½´óÌ¿ËØ,10:12:09,19.72,131601,19.7,ÂòÅÌ,2592539.7,,,,,1168,600516,·½´óÌ¿ËØ,10:16:45,19.69,115362,19.7,ÂôÅÌ,2272631.4,
1189,600516,·½´óÌ¿ËØ,10:12:03,19.7,58500,19.69,ÂòÅÌ,1151865,,,,,1169,600516,·½´óÌ¿ËØ,10:16:39,19.7,49838,19.72,ÂôÅÌ,982805.36,
1190,600516,·½´óÌ¿ËØ,10:11:54,19.7,50900,19.7,ÂòÅÌ,1002730,,,,,1170,600516,·½´óÌ¿ËØ,10:16:30,19.7,295038,19.71,ÂôÅÌ,5815198.98,
1193,600516,·½´óÌ¿ËØ,10:11:33,19.74,73900,19.72,ÂòÅÌ,1457308,,,,,1172,600516,·½´óÌ¿ËØ,10:15:57,19.74,54300,19.75,ÂôÅÌ,1072425,
1201,600516,·½´óÌ¿ËØ,10:10:51,19.76,42400,19.75,ÂòÅÌ,837400,,,,,1175,600516,·½´óÌ¿ËØ,10:14:21,19.8,42600,19.82,ÂôÅÌ,844332,
1206,600516,·½´óÌ¿ËØ,10:10:27,19.79,48500,19.79,ÂòÅÌ,959815,,,,,1176,600516,·½´óÌ¿ËØ,10:13:54,19.8,87840,19.85,ÂôÅÌ,1743624,
1207,600516,·½´óÌ¿ËØ,10:09:54,19.8,150900,19.79,ÂòÅÌ,2986311,,,,,1177,600516,·½´óÌ¿ËØ,10:13:36,19.82,51700,19.85,ÂôÅÌ,1026245,
1209,600516,·½´óÌ¿ËØ,10:09:48,19.79,112500,19.76,ÂòÅÌ,2223000,,,,,1178,600516,·½´óÌ¿ËØ,10:13:24,19.82,106900,19.82,ÂôÅÌ,2118758,
1212,600516,·½´óÌ¿ËØ,10:09:36,19.76,41300,19.76,ÂòÅÌ,816088,,,,,1182,600516,·½´óÌ¿ËØ,10:12:33,19.73,48300,19.72,ÂôÅÌ,952476,
1213,600516,·½´óÌ¿ËØ,10:09:33,19.76,114400,19.75,ÂòÅÌ,2259400,,,,,1183,600516,·½´óÌ¿ËØ,10:12:27,19.72,52100,19.74,ÂôÅÌ,1028454,
1214,600516,·½´óÌ¿ËØ,10:09:30,19.75,58800,19.75,ÂòÅÌ,1161300,,,,,1184,600516,·½´óÌ¿ËØ,10:12:18,19.72,46300,19.7,ÂôÅÌ,912110,
1215,600516,·½´óÌ¿ËØ,10:09:27,19.75,55000,19.75,ÂòÅÌ,1086250,,,,,1185,600516,·½´óÌ¿ËØ,10:12:16,19.7,429100,19.71,ÂôÅÌ,8457561,
1217,600516,·½´óÌ¿ËØ,10:09:12,19.75,58800,19.74,ÂòÅÌ,1160712,,,,,1186,600516,·½´óÌ¿ËØ,10:12:12,19.71,45900,19.72,ÂôÅÌ,905148,
1219,600516,·½´óÌ¿ËØ,10:09:00,19.8,121300,19.79,ÂòÅÌ,2400527,,,,,1188,600516,·½´óÌ¿ËØ,10:12:06,19.7,86561,19.7,ÂôÅÌ,1705251.7,
1220,600516,·½´óÌ¿ËØ,10:08:57,19.79,40600,19.8,ÂòÅÌ,803880,,,,,1191,600516,·½´óÌ¿ËØ,10:11:45,19.7,47800,19.71,ÂôÅÌ,942138,
1222,600516,·½´óÌ¿ËØ,10:08:48,19.8,123600,19.8,ÂòÅÌ,2447280,,,,,1192,600516,·½´óÌ¿ËØ,10:11:42,19.71,178900,19.73,ÂôÅÌ,3529697,
1223,600516,·½´óÌ¿ËØ,10:08:45,19.8,71700,19.8,ÂòÅÌ,1419660,,,,,1194,600516,·½´óÌ¿ËØ,10:11:30,19.72,127200,19.73,ÂôÅÌ,2509656,
1224,600516,·½´óÌ¿ËØ,10:08:39,19.81,152000,19.8,ÂòÅÌ,3009600,,,,,1195,600516,·½´óÌ¿ËØ,10:11:21,19.74,162300,19.75,ÂôÅÌ,3205425,
1225,600516,·½´óÌ¿ËØ,10:08:30,19.8,203600,19.77,ÂòÅÌ,4025172,,,,,1196,600516,·½´óÌ¿ËØ,10:11:18,19.75,49600,19.75,ÂôÅÌ,979600,
1227,600516,·½´óÌ¿ËØ,10:08:24,19.78,383000,19.75,ÂòÅÌ,7564250,,,,,1197,600516,·½´óÌ¿ËØ,10:11:03,19.74,172400,19.76,ÂôÅÌ,3406624,
1234,600516,·½´óÌ¿ËØ,10:07:54,19.7,108600,19.7,ÂòÅÌ,2139420,,,,,1200,600516,·½´óÌ¿ËØ,10:10:54,19.76,71900,19.76,ÂôÅÌ,1420744,
1235,600516,·½´óÌ¿ËØ,10:07:51,19.7,76200,19.7,ÂòÅÌ,1501140,,,,,1202,600516,·½´óÌ¿ËØ,10:10:48,19.75,40800,19.76,ÂôÅÌ,806208,
1236,600516,·½´óÌ¿ËØ,10:07:48,19.7,145300,19.68,ÂòÅÌ,2859504,,,,,1203,600516,·½´óÌ¿ËØ,10:10:39,19.76,77800,19.77,ÂôÅÌ,1538106,
1239,600516,·½´óÌ¿ËØ,10:07:38,19.7,44200,19.7,ÂòÅÌ,870740,,,,,1204,600516,·½´óÌ¿ËØ,10:10:33,19.77,48800,19.78,ÂôÅÌ,965264,
1240,600516,·½´óÌ¿ËØ,10:07:35,19.7,127000,19.68,ÂòÅÌ,2499360,,,,,1205,600516,·½´óÌ¿ËØ,10:10:30,19.78,250900,19.79,ÂôÅÌ,4965311,
1245,600516,·½´óÌ¿ËØ,10:07:08,19.83,112520,19.8,ÂòÅÌ,2227896,,,,,1208,600516,·½´óÌ¿ËØ,10:09:51,19.79,132600,19.79,ÂôÅÌ,2624154,
1251,600516,·½´óÌ¿ËØ,10:06:35,19.87,224800,19.87,ÂòÅÌ,4466776,,,,,1211,600516,·½´óÌ¿ËØ,10:09:39,19.76,41600,19.76,ÂôÅÌ,822016,
1254,600516,·½´óÌ¿ËØ,10:05:38,19.95,44100,19.94,ÂòÅÌ,879354,,,,,1216,600516,·½´óÌ¿ËØ,10:09:24,19.75,96200,19.76,ÂôÅÌ,1900912,
1258,600516,·½´óÌ¿ËØ,10:03:57,20,44300,20,ÂòÅÌ,886000,,,,,1218,600516,·½´óÌ¿ËØ,10:09:06,19.74,180000,19.76,ÂôÅÌ,3556800,
1260,600516,·½´óÌ¿ËØ,10:03:30,19.99,45700,19.98,ÂòÅÌ,913086,,,,,1221,600516,·½´óÌ¿ËØ,10:08:51,19.79,46400,19.8,ÂôÅÌ,918720,
1261,600516,·½´óÌ¿ËØ,10:03:09,19.99,83700,19.97,ÂòÅÌ,1671489,,,,,1226,600516,·½´óÌ¿ËØ,10:08:27,19.77,41700,19.78,ÂôÅÌ,824826,
1262,600516,·½´óÌ¿ËØ,10:03:06,19.97,56700,19.97,ÂòÅÌ,1132299,,,,,1228,600516,·½´óÌ¿ËØ,10:08:21,19.75,60200,19.78,ÂôÅÌ,1190756,
1269,600516,·½´óÌ¿ËØ,10:00:06,20,176321,19.9,ÂòÅÌ,3508787.9,,,,,1230,600516,·½´óÌ¿ËØ,10:08:06,19.73,89200,19.73,ÂôÅÌ,1759916,
1271,600516,·½´óÌ¿ËØ,9:59:45,19.88,148900,19.86,ÂòÅÌ,2957154,,,,,1232,600516,·½´óÌ¿ËØ,10:08:00,19.7,67300,19.7,ÂôÅÌ,1325810,
1273,600516,·½´óÌ¿ËØ,9:59:36,19.86,58300,19.86,ÂòÅÌ,1157838,,,,,1233,600516,·½´óÌ¿ËØ,10:07:57,19.7,174500,19.7,ÂôÅÌ,3437650,
1274,600516,·½´óÌ¿ËØ,9:59:30,19.86,42500,19.85,ÂòÅÌ,843625,,,,,1237,600516,·½´óÌ¿ËØ,10:07:45,19.68,172000,19.68,ÂôÅÌ,3384960,
1276,600516,·½´óÌ¿ËØ,9:59:18,19.87,47900,19.85,ÂòÅÌ,950815,,,,,1238,600516,·½´óÌ¿ËØ,10:07:42,19.68,185500,19.7,ÂôÅÌ,3654350,
1280,600516,·½´óÌ¿ËØ,9:58:57,19.89,549000,19.89,ÂòÅÌ,10919610,,,,,1241,600516,·½´óÌ¿ËØ,10:07:33,19.68,243600,19.68,ÂôÅÌ,4794048,
1282,600516,·½´óÌ¿ËØ,9:58:51,19.9,80100,19.89,ÂòÅÌ,1593189,,,,,1242,600516,·½´óÌ¿ËØ,10:07:26,19.7,358600,19.73,ÂôÅÌ,7075178,
1284,600516,·½´óÌ¿ËØ,9:58:45,19.89,67800,19.89,ÂòÅÌ,1348542,,,,,1243,600516,·½´óÌ¿ËØ,10:07:18,19.73,204700,19.8,ÂôÅÌ,4053060,
1286,600516,·½´óÌ¿ËØ,9:58:30,19.96,266400,19.9,ÂòÅÌ,5301360,,,,,1244,600516,·½´óÌ¿ËØ,10:07:11,19.8,220280,19.83,ÂôÅÌ,4368152.4,
1288,600516,·½´óÌ¿ËØ,9:58:24,19.92,69200,19.92,ÂòÅÌ,1378464,,,,,1246,600516,·½´óÌ¿ËØ,10:07:05,19.8,50000,19.81,ÂôÅÌ,990500,
1292,600516,·½´óÌ¿ËØ,9:58:00,19.97,64100,19.93,ÂòÅÌ,1277513,,,,,1247,600516,·½´óÌ¿ËØ,10:07:02,19.81,410800,19.83,ÂôÅÌ,8146164,
1293,600516,·½´óÌ¿ËØ,9:57:57,19.93,71700,19.93,ÂòÅÌ,1428981,,,,,1249,600516,·½´óÌ¿ËØ,10:06:47,19.84,68000,19.85,ÂôÅÌ,1349800,
1301,600516,·½´óÌ¿ËØ,9:57:24,19.9,94900,19.88,ÂòÅÌ,1886612,,,,,1252,600516,·½´óÌ¿ËØ,10:06:23,19.88,81900,19.89,ÂôÅÌ,1628991,
1302,600516,·½´óÌ¿ËØ,9:57:21,19.88,129700,19.85,ÂòÅÌ,2574545,,,,,1253,600516,·½´óÌ¿ËØ,10:05:57,19.9,61500,19.91,ÂôÅÌ,1224465,
1305,600516,·½´óÌ¿ËØ,9:57:12,19.86,174500,19.84,ÂòÅÌ,3462080,,,,,1256,600516,·½´óÌ¿ËØ,10:04:41,19.99,218900,20,ÂôÅÌ,4378000,
1312,600516,·½´óÌ¿ËØ,9:56:51,19.9,50900,19.9,ÂòÅÌ,1012910,,,,,1257,600516,·½´óÌ¿ËØ,10:04:21,19.99,62400,20,ÂôÅÌ,1248000,
1317,600516,·½´óÌ¿ËØ,9:56:33,19.98,79300,19.98,ÂòÅÌ,1584414,,,,,1259,600516,·½´óÌ¿ËØ,10:03:42,19.99,49900,19.99,ÂôÅÌ,997501,
1319,600516,·½´óÌ¿ËØ,9:56:24,20,45600,19.99,ÂòÅÌ,911544,,,,,1263,600516,·½´óÌ¿ËØ,10:00:51,19.95,56700,19.96,ÂôÅÌ,1131732,
1321,600516,·½´óÌ¿ËØ,9:56:18,20,135200,20,ÂòÅÌ,2704000,,,,,1264,600516,·½´óÌ¿ËØ,10:00:21,19.95,476000,20,ÂôÅÌ,9520000,
1325,600516,·½´óÌ¿ËØ,9:55:45,20.08,42900,20.08,ÂòÅÌ,861432,,,,,1265,600516,·½´óÌ¿ËØ,10:00:18,20,155100,20,ÂôÅÌ,3102000,
1328,600516,·½´óÌ¿ËØ,9:55:21,20.09,58400,20.09,ÂòÅÌ,1173256,,,,,1266,600516,·½´óÌ¿ËØ,10:00:15,20,89855,20,ÂôÅÌ,1797100,
1330,600516,·½´óÌ¿ËØ,9:55:06,20.09,89300,20.09,ÂòÅÌ,1794037,,,,,1267,600516,·½´óÌ¿ËØ,10:00:12,20,72900,20,ÂôÅÌ,1458000,
1331,600516,·½´óÌ¿ËØ,9:55:03,20.09,74800,20.08,ÂòÅÌ,1501984,,,,,1268,600516,·½´óÌ¿ËØ,10:00:09,20,109900,20,ÂôÅÌ,2198000,
1332,600516,·½´óÌ¿ËØ,9:54:51,20.1,153400,20.08,ÂòÅÌ,3080272,,,,,1270,600516,·½´óÌ¿ËØ,9:59:54,19.9,57300,19.9,ÂôÅÌ,1140270,
1334,600516,·½´óÌ¿ËØ,9:54:36,20.09,83100,20.08,ÂòÅÌ,1668648,,,,,1272,600516,·½´óÌ¿ËØ,9:59:42,19.86,83800,19.87,ÂôÅÌ,1665106,
1338,600516,·½´óÌ¿ËØ,9:54:18,20.08,55100,20.05,ÂòÅÌ,1104755,,,,,1275,600516,·½´óÌ¿ËØ,9:59:27,19.85,74100,19.85,ÂôÅÌ,1470885,
1339,600516,·½´óÌ¿ËØ,9:54:09,20.05,143400,20.05,ÂòÅÌ,2875170,,,,,1277,600516,·½´óÌ¿ËØ,9:59:15,19.85,61100,19.87,ÂôÅÌ,1214057,
1340,600516,·½´óÌ¿ËØ,9:54:06,20.05,131100,20.05,ÂòÅÌ,2628555,,,,,1278,600516,·½´óÌ¿ËØ,9:59:09,19.86,43800,19.86,ÂôÅÌ,869868,
1343,600516,·½´óÌ¿ËØ,9:53:30,20.02,61700,20.02,ÂòÅÌ,1235234,,,,,1279,600516,·½´óÌ¿ËØ,9:59:06,19.86,106700,19.87,ÂôÅÌ,2120129,
1344,600516,·½´óÌ¿ËØ,9:53:27,20.02,105900,20.03,ÂòÅÌ,2121177,,,,,1281,600516,·½´óÌ¿ËØ,9:58:54,19.89,68700,19.9,ÂôÅÌ,1367130,
1349,600516,·½´óÌ¿ËØ,9:52:39,20,48600,19.99,ÂòÅÌ,971514,,,,,1283,600516,·½´óÌ¿ËØ,9:58:48,19.89,53000,19.89,ÂôÅÌ,1054170,
1352,600516,·½´óÌ¿ËØ,9:52:21,20.05,377800,20.05,ÂòÅÌ,7574890,,,,,1285,600516,·½´óÌ¿ËØ,9:58:36,19.89,66800,19.9,ÂôÅÌ,1329320,
1354,600516,·½´óÌ¿ËØ,9:52:06,20.05,46900,20.01,ÂòÅÌ,938469,,,,,1287,600516,·½´óÌ¿ËØ,9:58:27,19.9,228279,19.92,ÂôÅÌ,4547317.68,
1357,600516,·½´óÌ¿ËØ,9:51:57,20.05,141800,20,ÂòÅÌ,2836000,,,,,1289,600516,·½´óÌ¿ËØ,9:58:21,19.92,66600,19.93,ÂôÅÌ,1327338,
1358,600516,·½´óÌ¿ËØ,9:51:51,20,87255,20,ÂòÅÌ,1745100,,,,,1290,600516,·½´óÌ¿ËØ,9:58:15,19.93,50100,19.95,ÂôÅÌ,999495,
1359,600516,·½´óÌ¿ËØ,9:51:48,20,48300,20,ÂòÅÌ,966000,,,,,1291,600516,·½´óÌ¿ËØ,9:58:06,19.93,335200,19.93,ÂôÅÌ,6680536,
1365,600516,·½´óÌ¿ËØ,9:51:27,20.06,169500,19.98,ÂòÅÌ,3386610,,,,,1294,600516,·½´óÌ¿ËØ,9:57:54,19.93,116900,19.93,ÂôÅÌ,2329817,
1367,600516,·½´óÌ¿ËØ,9:51:21,20,147500,19.99,ÂòÅÌ,2948525,,,,,1295,600516,·½´óÌ¿ËØ,9:57:51,19.93,43800,19.93,ÂôÅÌ,872934,
1368,600516,·½´óÌ¿ËØ,9:51:18,19.99,58980,19.99,ÂòÅÌ,1179010.2,,,,,1296,600516,·½´óÌ¿ËØ,9:57:42,19.93,305621,19.93,ÂôÅÌ,6091026.53,
1370,600516,·½´óÌ¿ËØ,9:51:12,19.99,120700,19.98,ÂòÅÌ,2411586,,,,,1297,600516,·½´óÌ¿ËØ,9:57:39,19.93,51900,19.92,ÂôÅÌ,1033848,
1371,600516,·½´óÌ¿ËØ,9:51:06,19.99,54500,19.99,ÂòÅÌ,1089455,,,,,1299,600516,·½´óÌ¿ËØ,9:57:33,19.9,91200,19.93,ÂôÅÌ,1817616,
1374,600516,·½´óÌ¿ËØ,9:50:57,20,70000,20,ÂòÅÌ,1400000,,,,,1300,600516,·½´óÌ¿ËØ,9:57:27,19.9,81500,19.9,ÂôÅÌ,1621850,
1378,600516,·½´óÌ¿ËØ,9:50:36,20.07,90800,20,ÂòÅÌ,1816000,,,,,1303,600516,·½´óÌ¿ËØ,9:57:18,19.85,56600,19.85,ÂôÅÌ,1123510,
1380,600516,·½´óÌ¿ËØ,9:50:24,20.09,54300,20.09,ÂòÅÌ,1090887,,,,,1304,600516,·½´óÌ¿ËØ,9:57:15,19.85,84200,19.86,ÂôÅÌ,1672212,
1381,600516,·½´óÌ¿ËØ,9:50:15,20.09,56800,20.08,ÂòÅÌ,1140544,,,,,1306,600516,·½´óÌ¿ËØ,9:57:09,19.84,78500,19.84,ÂôÅÌ,1557440,
1384,600516,·½´óÌ¿ËØ,9:49:57,20.08,52600,20.08,ÂòÅÌ,1056208,,,,,1308,600516,·½´óÌ¿ËØ,9:57:03,19.82,67200,19.85,ÂôÅÌ,1333920,
1386,600516,·½´óÌ¿ËØ,9:49:39,20.1,58500,20.09,ÂòÅÌ,1175265,,,,,1309,600516,·½´óÌ¿ËØ,9:57:00,19.85,161100,19.88,ÂôÅÌ,3202668,
1389,600516,·½´óÌ¿ËØ,9:49:06,20,190200,19.99,ÂòÅÌ,3802098,,,,,1310,600516,·½´óÌ¿ËØ,9:56:57,19.88,49300,19.88,ÂôÅÌ,980084,
1390,600516,·½´óÌ¿ËØ,9:49:03,19.99,144700,19.99,ÂòÅÌ,2892553,,,,,1311,600516,·½´óÌ¿ËØ,9:56:54,19.88,62800,19.9,ÂôÅÌ,1249720,
1393,600516,·½´óÌ¿ËØ,9:48:54,20,179400,20,ÂòÅÌ,3588000,,,,,1313,600516,·½´óÌ¿ËØ,9:56:45,19.9,40900,19.94,ÂôÅÌ,815546,
1396,600516,·½´óÌ¿ËØ,9:48:45,20,123700,19.99,ÂòÅÌ,2472763,,,,,1314,600516,·½´óÌ¿ËØ,9:56:42,19.94,442900,19.95,ÂôÅÌ,8835855,
1399,600516,·½´óÌ¿ËØ,9:48:36,20,43200,20,ÂòÅÌ,864000,,,,,1315,600516,·½´óÌ¿ËØ,9:56:39,19.95,251500,19.97,ÂôÅÌ,5022455,
1401,600516,·½´óÌ¿ËØ,9:48:27,20.05,41700,20,ÂòÅÌ,834000,,,,,1316,600516,·½´óÌ¿ËØ,9:56:36,19.97,119200,19.98,ÂôÅÌ,2381616,
1403,600516,·½´óÌ¿ËØ,9:48:15,20.1,173900,20.09,ÂòÅÌ,3493651,,,,,1318,600516,·½´óÌ¿ËØ,9:56:30,19.98,132820,19.99,ÂôÅÌ,2655071.8,
1405,600516,·½´óÌ¿ËØ,9:48:03,20.1,511300,20.06,ÂòÅÌ,10256678,,,,,1320,600516,·½´óÌ¿ËØ,9:56:21,19.99,60100,20,ÂôÅÌ,1202000,
1409,600516,·½´óÌ¿ËØ,9:47:48,20.1,232600,20.04,ÂòÅÌ,4661304,,,,,1322,600516,·½´óÌ¿ËØ,9:56:15,20,370745,20.03,ÂôÅÌ,7426022.35,
1411,600516,·½´óÌ¿ËØ,9:47:42,20.1,75900,20.07,ÂòÅÌ,1523313,,,,,1323,600516,·½´óÌ¿ËØ,9:56:06,20.03,45300,20.05,ÂôÅÌ,908265,
1413,600516,·½´óÌ¿ËØ,9:47:30,20.15,238900,20.15,ÂòÅÌ,4813835,,,,,1324,600516,·½´óÌ¿ËØ,9:56:00,20.05,216299,20.07,ÂôÅÌ,4341120.93,
1415,600516,·½´óÌ¿ËØ,9:47:21,20.18,72900,20.18,ÂòÅÌ,1471122,,,,,1326,600516,·½´óÌ¿ËØ,9:55:36,20.08,41800,20.08,ÂôÅÌ,839344,
1416,600516,·½´óÌ¿ËØ,9:47:12,20.2,71220,20.16,ÂòÅÌ,1435795.2,,,,,1327,600516,·½´óÌ¿ËØ,9:55:24,20.09,78600,20.09,ÂôÅÌ,1579074,
1418,600516,·½´óÌ¿ËØ,9:47:03,20.18,95800,20.17,ÂòÅÌ,1932286,,,,,1329,600516,·½´óÌ¿ËØ,9:55:12,20.09,68400,20.1,ÂôÅÌ,1374840,
1421,600516,·½´óÌ¿ËØ,9:46:54,20.16,89555,20.14,ÂòÅÌ,1803637.7,,,,,1333,600516,·½´óÌ¿ËØ,9:54:45,20.08,46400,20.1,ÂôÅÌ,932640,
1424,600516,·½´óÌ¿ËØ,9:46:21,20.16,242600,20.12,ÂòÅÌ,4881112,,,,,1336,600516,·½´óÌ¿ËØ,9:54:30,20.07,46100,20.08,ÂôÅÌ,925688,
1425,600516,·½´óÌ¿ËØ,9:46:14,20.12,60300,20.11,ÂòÅÌ,1212633,,,,,1341,600516,·½´óÌ¿ËØ,9:53:54,20.03,73500,20.04,ÂôÅÌ,1472940,
1426,600516,·½´óÌ¿ËØ,9:46:06,20.12,169500,20.1,ÂòÅÌ,3406950,,,,,1342,600516,·½´óÌ¿ËØ,9:53:33,20.02,59100,20.02,ÂôÅÌ,1183182,
1433,600516,·½´óÌ¿ËØ,9:45:14,20.21,113200,20.2,ÂòÅÌ,2286640,,,,,1345,600516,·½´óÌ¿ËØ,9:53:18,20.02,81700,20.02,ÂôÅÌ,1635634,
1435,600516,·½´óÌ¿ËØ,9:45:09,20.21,79900,20.21,ÂòÅÌ,1614779,,,,,1346,600516,·½´óÌ¿ËØ,9:53:00,20,42700,20.02,ÂôÅÌ,854854,
1436,600516,·½´óÌ¿ËØ,9:45:05,20.21,45000,20.21,ÂòÅÌ,909450,,,,,1347,600516,·½´óÌ¿ËØ,9:52:45,19.99,83000,19.99,ÂôÅÌ,1659170,
1439,600516,·½´óÌ¿ËØ,9:44:44,20.21,94100,20.17,ÂòÅÌ,1897997,,,,,1348,600516,·½´óÌ¿ËØ,9:52:42,19.99,54100,20,ÂôÅÌ,1082000,
1440,600516,·½´óÌ¿ËØ,9:44:32,20.15,85400,20.13,ÂòÅÌ,1719102,,,,,1350,600516,·½´óÌ¿ËØ,9:52:36,19.99,43300,20,ÂôÅÌ,866000,
1441,600516,·½´óÌ¿ËØ,9:44:29,20.13,67000,20.11,ÂòÅÌ,1347370,,,,,1351,600516,·½´óÌ¿ËØ,9:52:27,20,118445,20.04,ÂôÅÌ,2373637.8,
1443,600516,·½´óÌ¿ËØ,9:44:14,20.13,52500,20.11,ÂòÅÌ,1055775,,,,,1353,600516,·½´óÌ¿ËØ,9:52:12,20.02,57500,20.05,ÂôÅÌ,1152875,
1445,600516,·½´óÌ¿ËØ,9:44:02,20.1,424655,20.1,ÂòÅÌ,8535565.5,,,,,1355,600516,·½´óÌ¿ËØ,9:52:03,20.01,93200,20.02,ÂôÅÌ,1865864,
1446,600516,·½´óÌ¿ËØ,9:43:56,20.1,49200,20.09,ÂòÅÌ,988428,,,,,1360,600516,·½´óÌ¿ËØ,9:51:45,20,70145,20.02,ÂôÅÌ,1404302.9,
1449,600516,·½´óÌ¿ËØ,9:43:47,20.12,43600,20.1,ÂòÅÌ,876360,,,,,1361,600516,·½´óÌ¿ËØ,9:51:39,20,214800,20.06,ÂôÅÌ,4308888,
1451,600516,·½´óÌ¿ËØ,9:43:41,20.13,46200,20.1,ÂòÅÌ,928620,,,,,1364,600516,·½´óÌ¿ËØ,9:51:30,20,97455,20.06,ÂôÅÌ,1954947.3,
1454,600516,·½´óÌ¿ËØ,9:43:32,20.18,351100,20.15,ÂòÅÌ,7074665,,,,,1366,600516,·½´óÌ¿ËØ,9:51:24,19.98,205400,20,ÂôÅÌ,4108000,
