,code,name,time,price,volume,preprice,type
0,601318,中国平安,14:59:55,54.87,291000,54.88,卖盘
1,601318,中国平安,14:59:34,54.85,262300,54.81,买盘
2,601318,中国平安,14:59:19,54.8,205500,54.8,买盘
3,601318,中国平安,14:59:04,54.8,338214,54.8,买盘
4,601318,中国平安,14:58:58,54.8,321983,54.73,买盘
5,601318,中国平安,14:58:55,54.73,225100,54.75,卖盘
6,601318,中国平安,14:56:40,54.76,524200,54.77,卖盘
7,601318,中国平安,14:56:10,54.76,200600,54.79,卖盘
8,601318,中国平安,14:55:58,54.71,359600,54.72,卖盘
9,601318,中国平安,14:55:49,54.7,446100,54.68,买盘
10,601318,中国平安,14:55:40,54.67,242600,54.61,买盘
11,601318,中国平安,14:55:31,54.6,221900,54.67,卖盘
12,601318,中国平安,14:52:06,54.52,220100,54.55,卖盘
13,601318,中国平安,14:51:30,54.5,706200,54.58,卖盘
14,601318,中国平安,14:50:48,54.6,219287,54.57,买盘
15,601318,中国平安,14:50:38,54.5,436200,54.5,买盘
16,601318,中国平安,14:50:33,54.49,220200,54.48,买盘
17,601318,中国平安,14:50:15,54.44,310700,54.39,买盘
18,601318,中国平安,14:46:11,54.33,200900,54.29,买盘
19,601318,中国平安,14:43:07,54.42,292300,54.35,买盘
20,601318,中国平安,14:42:52,54.3,266937,54.29,买盘
21,601318,中国平安,14:34:50,54.23,209100,54.2,买盘
22,601318,中国平安,14:33:29,54.22,228900,54.2,买盘
23,601318,中国平安,14:32:59,54.18,703700,54.13,买盘
24,601318,中国平安,14:26:50,54.0,278296,54.04,卖盘
25,601318,中国平安,14:23:19,54.08,204800,54.06,买盘
26,601318,中国平安,14:22:43,53.97,354200,53.99,中性盘
27,601318,中国平安,11:12:12,54.01,256066,54.0,买盘
28,601318,中国平安,11:12:07,54.0,1129300,53.98,买盘
29,601318,中国平安,11:12:00,53.96,515200,53.95,卖盘
30,601318,中国平安,10:31:09,53.54,218300,53.55,卖盘
31,601318,中国平安,10:30:42,53.55,204700,53.55,卖盘
32,601318,中国平安,10:19:58,53.9,346400,53.89,买盘
33,601318,中国平安,10:18:58,53.9,208100,53.9,买盘
34,601318,中国平安,10:17:46,53.89,242620,53.83,买盘
35,601318,中国平安,10:17:22,53.81,265000,53.81,卖盘
36,601318,中国平安,10:16:28,53.7,253500,53.68,买盘
37,601318,中国平安,10:15:09,53.6,261230,53.56,买盘
38,601318,中国平安,10:10:57,53.54,617800,53.52,买盘
39,601318,中国平安,10:06:26,53.56,1007000,53.57,卖盘
40,601318,中国平安,09:56:39,53.48,231000,53.47,买盘
41,601318,中国平安,09:55:09,53.59,275500,53.55,买盘
42,601318,中国平安,09:55:06,53.55,251300,53.54,买盘
43,601318,中国平安,09:54:36,53.5,261600,53.5,买盘
44,601318,中国平安,09:53:39,53.45,319400,53.43,买盘
45,601318,中国平安,09:49:05,53.41,540355,53.27,买盘
46,601318,中国平安,09:48:41,53.25,335500,53.25,卖盘
47,601318,中国平安,09:44:28,53.26,332200,53.27,卖盘
48,601318,中国平安,09:40:01,52.99,240600,52.98,买盘
49,601318,中国平安,09:39:49,52.95,276600,52.93,买盘
50,601318,中国平安,09:39:24,52.85,557700,52.84,中性盘
51,601318,中国平安,09:38:27,52.65,290500,52.62,买盘
52,601318,中国平安,09:37:39,52.57,204000,52.55,买盘
53,601318,中国平安,09:31:32,52.4,234700,52.37,买盘
54,601318,中国平安,09:30:59,52.27,204900,52.3,卖盘
55,601318,中国平安,09:25:02,52.2,481300,0.0,买盘
