,code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
528,603599,广信股份,2.09,16.61,0.34,16.21,16.63,16.21,16.27,19.68,1.24,2.35,2.58,32141,12223,19917,53204360,37648.0,农药化肥,安徽,13648.0,22.67,62.53,16.55,1.53,1414,0.0017,2.47,8.42,-2.52
529,002524,光正集团,2.08,7.35,0.15,7.19,7.44,7.16,7.2,0.0,1.05,2.18,3.89,109351,47037,62313,79789192,50333.28,供气供热,新疆,50104.51,36.83,36.99,7.3,1.37,1709,0.0013,2.65,-25.15,-28.15
530,002878,元隆雅图,2.08,31.86,0.65,31.33,32.2,31.25,31.21,57.19,1.29,6.91,3.04,13015,5581,7434,41400232,7536.0,文教休闲,北京,1884.0,6.0,24.01,31.81,1.37,1186,0.0058,1.95,83.31,83.31
531,300007,汉威科技,2.08,16.71,0.34,16.45,16.85,16.38,16.37,70.17,0.94,1.91,2.87,42780,20383,22397,71443144,29302.27,电器仪表,河南,22364.56,37.37,48.96,16.7,1.36,1941,0.001,2.01,-9.14,-8.19
532,603585,苏利股份,2.06,32.2,0.65,31.56,32.22,31.5,31.55,25.93,0.85,1.47,2.28,5526,2491,3035,17618116,15000.0,化工原料,江苏,3750.0,12.08,48.3,31.88,1.5,526,0.0028,2.22,-13.28,-23.39
533,603389,亚振家居,2.06,16.35,0.33,16.05,16.41,16.05,16.02,77.97,0.73,5.05,2.25,27652,12406,15246,44883700,21896.0,家居用品,江苏,5474.95,8.95,35.8,16.23,1.5,1130,0.0045,1.87,-17.63,-29.95
534,603008,喜临门,2.05,17.39,0.35,17.07,17.44,17.01,17.04,36.15,1.32,1.01,2.52,31917,12186,19730,55312248,39425.78,家居用品,浙江,31500.0,54.78,68.56,17.33,1.5,1231,0.0008,2.23,7.88,-1.92
535,300638,广和通,2.05,30.88,0.62,30.3,31.17,30.0,30.26,101.82,1.17,5.07,3.87,10135,5306,4828,31039620,8000.0,通信设备,深圳,2000.0,6.18,24.7,30.63,1.34,763,0.0066,2.93,-18.13,146.25
536,000780,*ST平能,2.04,4.99,0.1,4.91,5.02,4.88,4.89,0.0,1.33,0.67,2.86,68035,28976,39059,33836992,101430.63,煤炭开采,内蒙,101430.63,50.61,50.61,4.97,1.33,835,0.0008,2.25,16.05,-17.52
537,603360,百傲化学,2.04,25.97,0.52,25.45,26.04,25.45,25.45,31.5,0.86,2.41,2.32,8026,3199,4827,20716284,13334.0,化工原料,辽宁,3334.0,8.66,34.63,25.81,1.49,605,0.004,2.04,-18.41,-17.58
538,300619,金银河,2.04,40.97,0.82,40.23,40.99,40.23,40.15,210.15,0.76,6.99,1.89,13062,6544,6517,53120948,7468.0,专用机械,广东,1868.0,7.65,30.6,40.67,1.33,1266,0.0055,1.84,-17.99,213.71
539,603218,日月股份,2.03,31.12,0.62,30.3,31.29,30.3,30.5,55.59,1.23,3.82,3.25,15668,6741,8926,48517728,40100.0,工程机械,浙江,4100.0,12.76,124.79,30.97,1.48,1283,0.003,2.71,-23.5,-28.01
540,600276,恒瑞医药,2.03,54.8,1.09,53.73,54.97,53.72,53.71,47.54,1.1,0.25,2.33,70723,33617,37105,386983968,281688.97,化学制药,江苏,281630.84,1543.34,1543.66,54.72,1.47,3996,0.0001,2.01,12.23,32.56
541,603869,北部湾旅,2.03,27.2,0.54,26.82,27.81,26.82,26.66,54.39,1.9,3.39,3.71,24675,14031,10643,67527432,34880.62,旅游服务,广西,7287.29,19.82,94.88,27.37,1.47,1895,0.0018,1.42,-3.2,-7.29
542,601611,中国核建,2.02,13.62,0.27,13.54,14.26,13.34,13.35,81.33,3.38,15.39,6.89,1479796,691763,788033,2024476800,262500.0,建筑施工,北京,96180.0,131.0,357.52,13.68,1.47,4599,0.0033,2.1,6.66,-23.44
543,002418,康盛股份,2.02,8.08,0.16,7.92,8.09,7.9,7.92,63.52,1.01,2.17,2.4,120051,41739,78311,96294160,113640.0,机械基件,浙江,55360.82,44.73,91.82,8.02,1.31,1809,0.0012,2.28,-12.93,-16.96
544,002334,英威腾,2.02,8.09,0.16,7.95,8.16,7.94,7.93,182.39,1.06,1.21,2.77,68896,34866,34030,55846576,75527.67,电气设备,深圳,56720.46,45.89,61.1,8.11,1.3,1593,0.0008,1.89,12.21,-2.76
545,603656,泰禾光电,2.02,33.38,0.66,32.7,33.58,32.7,32.72,62.43,0.73,3.05,2.69,8097,3863,4234,26848154,10634.4,专用机械,安徽,2658.6,8.87,35.5,33.16,1.46,728,0.0042,2.08,-12.62,79.08
546,002487,大金重工,2.02,6.07,0.12,5.92,6.18,5.91,5.95,190.26,2.79,1.91,4.54,103049,48490,54559,62383776,54000.0,钢加工,辽宁,54000.0,32.78,32.78,6.05,1.3,1279,0.0015,2.71,-8.72,-35.9
547,603383,顶点软件,2.01,41.55,0.82,40.8,42.05,40.66,40.73,661.52,0.63,4.25,3.41,8947,4297,4649,37251060,8419.0,软件服务,福建,2105.0,8.75,34.98,41.64,1.46,1014,0.0042,2.19,81.76,81.76
548,300550,和仁科技,2.01,35.48,0.7,34.64,35.58,34.64,34.78,649.46,0.91,3.06,2.7,6120,3242,2878,21560070,8000.0,软件服务,浙江,2000.0,7.1,28.38,35.23,1.3,567,0.0054,2.42,-26.16,-40.0
549,300119,瑞普生物,2.01,13.7,0.27,13.4,13.78,13.36,13.43,43.98,1.16,1.36,3.13,27602,12427,15174,37403276,40449.35,生物制药,天津,20303.66,27.82,55.42,13.55,1.3,654,0.0021,2.54,-2.63,-17.72
550,300260,新莱应材,2.01,13.2,0.26,13.05,13.36,13.02,12.94,211.15,1.49,1.46,2.63,14998,7639,7358,19821698,20194.0,机械基件,江苏,10245.83,13.52,26.66,13.22,1.3,855,0.0017,1.38,-6.32,-19.46
551,600807,天业股份,2.01,10.17,0.2,10.01,10.28,9.86,9.97,370.71,0.7,2.25,4.21,177375,88335,89040,178577344,88463.47,区域地产,山东,78701.84,80.04,89.97,10.07,1.45,2430,0.0009,3.14,8.65,-25.93
552,002029,七 匹 狼,2.0,9.67,0.19,9.5,9.68,9.46,9.48,25.84,1.92,1.58,2.32,119290,56223,63066,114085104,75567.0,服饰,福建,75482.45,72.99,73.07,9.56,1.29,1919,0.0008,2.22,0.21,-4.45
553,300051,三五互联,2.0,11.21,0.22,10.95,11.25,10.92,10.99,69.74,0.47,2.72,3.0,66742,32245,34497,74148768,36785.96,互联网,福建,24534.07,27.5,41.24,11.11,1.29,1785,0.0015,2.66,-19.87,-19.87
554,603538,美诺华,2.0,26.54,0.52,26.17,26.6,26.1,26.02,59.95,1.44,4.14,1.92,12432,4832,7600,32789756,12000.0,化学制药,浙江,3000.0,7.96,31.85,26.37,1.44,816,0.0051,1.69,-17.48,31.39
555,300572,安车检测,2.0,49.57,0.97,48.8,49.76,48.33,48.6,123.16,0.66,2.66,2.94,4436,1992,2444,21863476,6725.39,电器仪表,深圳,1667.0,8.26,33.34,49.29,1.28,590,0.0045,2.57,6.88,-4.42
556,600351,亚宝药业,2.0,8.18,0.16,8.03,8.19,8.03,8.02,30.04,1.62,0.83,2.0,57254,22845,34408,46543876,78704.14,中成药,山西,69200.0,56.61,64.38,8.13,1.44,1350,0.0006,1.87,8.92,-10.89
557,002453,天马精化,1.99,8.19,0.16,8.09,8.19,7.99,8.03,867.76,1.47,0.58,2.49,31123,12700,18422,25227748,57130.0,化工原料,江苏,53947.87,44.18,46.79,8.11,1.28,675,0.0009,2.5,3.02,-24.31
558,000428,华天酒店,1.99,5.13,0.1,5.03,5.15,5.01,5.03,0.0,1.79,1.22,2.78,87385,43310,44075,44584436,101892.6,酒店餐饮,湖南,71879.71,36.87,52.27,5.1,1.27,1279,0.001,2.4,-7.9,-34.4
559,000587,金洲慈航,1.99,8.22,0.16,8.09,8.28,8.06,8.06,40.26,1.05,1.3,2.73,149294,63900,85394,122476136,212374.94,批发业,黑龙江,115223.25,94.71,174.57,8.2,1.27,1747,0.0007,1.99,12.91,6.61
560,603041,美思德,1.98,25.72,0.5,25.22,25.88,25.13,25.22,36.86,1.39,4.8,2.97,12001,4422,7578,30722862,10000.0,化工原料,江苏,2500.0,6.43,25.72,25.6,1.43,933,0.0051,2.35,-18.53,38.28
561,002160,常铝股份,1.98,8.24,0.16,8.12,8.3,8.04,8.08,46.14,0.78,4.94,3.22,215341,97358,117982,176840976,72426.99,铝,江苏,43555.23,35.89,59.68,8.21,1.27,2929,0.0017,2.49,17.55,-11.4
562,000630,铜陵有色,1.98,3.09,0.06,3.03,3.1,3.03,3.03,56.42,1.08,1.31,2.31,1253708,466824,786883,385183424,1052653.38,铜,安徽,956048.94,295.42,325.27,3.07,1.27,4072,0.0003,1.98,13.6,-11.71
563,300653,正海生物,1.98,33.48,0.65,33.02,33.62,32.9,32.83,64.12,0.71,5.36,2.19,10711,4907,5803,35696736,8000.0,医疗保健,山东,2000.0,6.7,26.78,33.33,1.27,998,0.0054,1.76,49.0,116.42
564,300565,科信技术,1.98,20.09,0.39,19.7,20.15,19.7,19.7,105.6,0.76,2.77,2.28,11078,4720,6358,22136212,16000.0,通信设备,深圳,4000.0,8.04,32.14,19.98,1.27,718,0.0039,1.98,-24.5,-36.88
565,603300,华铁科技,1.97,11.9,0.23,11.66,11.98,11.62,11.67,52.71,1.06,4.7,3.08,130739,58864,71874,154523136,40534.0,钢加工,浙江,27811.4,33.1,48.24,11.82,1.41,2779,0.0017,2.41,1.45,-50.17
566,300447,全信股份,1.96,22.33,0.43,22.93,22.93,22.14,21.9,58.03,0.49,1.83,3.61,17079,8457,8622,38147292,27748.13,电气设备,江苏,9333.0,20.84,61.96,22.34,1.25,982,0.0019,0.86,1.92,-23.37
567,603165,荣晟环保,1.96,59.75,1.15,58.7,60.09,58.5,58.6,19.86,1.01,7.44,2.71,23571,10372,13199,140235248,12668.0,造纸,浙江,3168.0,18.93,75.69,59.49,1.41,1758,0.0042,2.14,2.1,49.64
568,603833,欧派家居,1.96,100.85,1.94,99.17,100.99,99.01,98.91,191.0,1.93,1.45,2.0,6020,1726,4293,60374504,42059.64,家居用品,广东,4151.0,41.86,424.17,100.29,1.4,666,0.0022,1.86,-9.27,39.84
569,002696,百洋股份,1.96,20.8,0.4,20.42,21.05,20.25,20.4,0.0,0.96,1.05,3.92,10851,5344,5506,22306242,17600.0,渔业,广西,10376.98,21.58,36.61,20.56,1.25,1074,0.001,2.72,7.49,-14.26
570,603025,大豪科技,1.96,29.71,0.57,29.01,30.03,28.83,29.14,37.71,0.73,4.2,4.12,21416,8043,13372,63307000,45062.48,电脑设备,北京,5100.0,15.15,133.88,29.56,1.4,2151,0.002,3.05,5.43,-16.64
571,601881,中国银河,1.95,12.56,0.24,12.33,12.57,12.28,12.32,28.49,1.05,5.32,2.35,319095,140678,178416,397510368,1013725.88,证券,北京,60000.0,75.36,809.65,12.46,1.39,3278,0.0016,2.28,11.05,-8.92
572,601100,恒立液压,1.95,18.85,0.36,18.43,18.95,18.31,18.49,36.72,0.72,0.33,3.46,20491,7595,12896,38420392,63000.0,工程机械,江苏,63000.0,118.76,118.76,18.75,1.39,2701,0.0001,2.95,22.32,16.86
573,002310,东方园林,1.95,18.86,0.36,18.5,19.05,18.5,18.5,54.06,0.86,1.8,2.97,273224,118404,154819,516380160,268115.53,建筑施工,北京,152013.63,286.7,505.67,18.9,1.23,3976,0.0005,1.95,4.2,26.75
574,600280,中央商场,1.95,7.86,0.15,7.72,7.9,7.65,7.71,18.59,1.78,0.96,3.24,110021,32527,77494,86138760,114833.47,百货,江苏,114833.47,90.26,90.26,7.83,1.39,3037,0.0003,2.75,5.36,-2.6
575,000546,金圆股份,1.95,13.1,0.25,12.71,13.1,12.71,12.85,0.0,0.6,1.61,3.04,48410,17878,30531,62628272,71464.43,水泥,吉林,30098.88,39.43,93.62,12.94,1.23,1495,0.0011,3.07,29.96,12.54
576,600585,海螺水泥,1.94,23.59,0.45,23.08,23.6,23.04,23.14,14.51,1.15,0.57,2.42,228600,86021,142578,534633088,529930.25,水泥,安徽,399970.25,943.53,943.53,23.39,1.39,3978,0.0001,2.39,16.72,17.6
577,000426,兴业矿业,1.94,10.0,0.19,9.86,10.17,9.77,9.81,50.41,1.12,1.43,4.08,163754,66212,97541,163625248,186850.06,铅锌,内蒙,114765.6,114.77,186.85,9.99,1.22,3468,0.0004,2.35,28.87,11.61
578,000016,深康佳Ａ,1.93,5.8,0.11,5.69,5.9,5.69,5.69,133.03,1.72,1.29,3.69,205627,102958,102669,119410304,240794.55,家用电器,深圳,159659.38,92.6,139.66,5.81,1.22,2123,0.0006,1.93,28.6,26.09
579,002731,萃华珠宝,1.93,22.68,0.43,22.42,22.73,22.31,22.25,39.32,0.85,1.83,1.89,9787,2771,7016,22110666,15068.0,服饰,辽宁,5342.0,12.12,34.17,22.59,1.22,1623,0.0011,1.66,-0.48,-21.95
580,000501,鄂武商Ａ,1.93,17.41,0.33,17.08,17.42,17.08,17.08,11.72,1.22,0.6,1.99,39970,17050,22919,68978896,76938.46,百货,湖北,66846.52,116.38,133.95,17.26,1.22,1843,0.0003,1.93,12.69,-0.11
581,600758,红阳能源,1.93,9.5,0.18,9.31,9.55,9.29,9.32,14.04,0.68,4.05,2.79,227960,95909,132051,215367888,133140.89,煤炭开采,辽宁,56339.51,53.52,126.48,9.45,1.37,3404,0.0012,2.26,10.72,-13.87
582,600576,万家文化,1.92,10.59,0.2,10.34,10.75,10.34,10.39,89.09,1.11,2.76,3.95,132409,61775,70633,140652784,65205.16,影视音像,浙江,47980.48,50.81,69.05,10.62,1.37,2717,0.001,2.42,1.05,-36.7
583,603738,泰晶科技,1.92,30.73,0.58,30.16,30.85,30.12,30.15,58.03,0.51,2.33,2.42,6600,2708,3892,20187294,11335.59,元器件,湖北,2835.6,8.71,34.83,30.59,1.37,714,0.0033,2.03,-16.4,-18.18
584,600298,安琪酵母,1.92,24.38,0.46,24.01,24.49,24.01,23.92,23.87,1.11,0.89,2.01,73628,33578,40050,179334352,82408.09,食品,湖北,82408.09,200.91,200.91,24.36,1.37,2766,0.0003,1.54,3.97,26.91
585,600117,西宁特钢,1.92,7.43,0.14,7.34,7.53,7.22,7.29,357.66,0.92,7.97,4.25,590785,258921,331863,438936064,104511.82,特种钢,青海,74121.92,55.07,77.65,7.43,1.36,3838,0.0021,2.91,49.2,19.07
586,300642,透景生命,1.92,83.88,1.58,82.49,84.36,81.91,82.3,53.39,1.18,6.8,2.98,10198,5054,5143,85309568,6000.0,医疗保健,上海,1500.0,12.58,50.33,83.66,1.21,1689,0.004,2.41,-18.17,77.15
587,002858,力盛赛车,1.92,41.47,0.78,40.75,41.75,40.75,40.69,0.0,0.87,3.71,2.46,5866,2554,3312,24250928,6316.0,文教休闲,上海,1580.0,6.55,26.19,41.34,1.2,676,0.0055,1.77,-31.68,223.98
588,300087,荃银高科,1.92,10.11,0.19,9.91,10.14,9.89,9.92,396.85,1.11,1.74,2.52,60012,18729,41283,60061980,42170.8,种植业,安徽,34490.42,34.87,42.63,10.01,1.2,889,0.002,2.22,-6.82,8.01
589,002134,*ST普林,1.92,10.11,0.19,9.92,10.12,9.85,9.92,0.0,1.12,1.36,2.72,33461,13531,19929,33506200,24584.98,元器件,天津,24584.98,24.86,24.86,10.01,1.2,744,0.0018,2.64,-35.93,-35.93
590,601811,新华文轩,1.91,14.38,0.27,14.11,14.42,14.11,14.11,23.77,1.62,1.36,2.2,27168,9407,17761,38900916,123384.1,出版业,四川,19909.43,28.63,113.88,14.32,1.36,1331,0.001,1.91,-10.63,-31.39
591,600399,抚顺特钢,1.91,6.94,0.13,6.82,7.0,6.77,6.81,71.69,1.22,1.76,3.38,199192,84080,115111,137203216,130000.0,特种钢,辽宁,112962.28,78.4,90.22,6.89,1.35,2246,0.0008,2.51,20.07,-13.57
592,600936,广西广电,1.91,8.01,0.15,7.89,8.03,7.88,7.86,54.19,1.78,0.7,1.91,83594,34034,49559,66690512,167102.63,影视音像,广西,119598.34,95.8,133.85,7.98,1.35,1874,0.0004,1.65,-9.59,-34.29
593,002114,罗平锌电,1.91,21.91,0.41,21.59,22.43,21.46,21.5,309.11,1.05,5.89,4.51,160218,72750,87467,352374944,32339.52,铅锌,云南,27181.09,59.55,70.86,21.99,1.19,3671,0.0016,2.1,16.48,3.11
594,600743,华远地产,1.9,4.28,0.08,4.18,4.33,4.17,4.2,30.99,3.0,1.47,3.81,345648,153679,191969,147635504,234610.09,区域地产,北京,234610.09,100.41,100.41,4.27,1.35,2021,0.0007,2.64,1.18,-6.96
595,002808,苏州恒久,1.9,16.61,0.31,16.26,16.75,16.0,16.3,123.34,1.46,1.75,4.6,15381,5941,9440,25253286,19200.0,元器件,江苏,8784.57,14.59,31.89,16.42,1.19,705,0.0025,3.81,-21.95,-28.22
596,603037,凯众股份,1.9,33.27,0.62,32.65,33.28,32.41,32.65,24.9,1.0,2.85,2.66,7418,2652,4766,24418846,10400.0,汽车配件,上海,2600.0,8.65,34.6,32.92,1.34,684,0.0042,2.65,-18.3,-12.22
597,603826,坤彩科技,1.89,17.21,0.32,17.0,17.3,16.88,16.89,49.9,0.83,6.52,2.49,58698,27277,31421,100269920,36000.0,染料涂料,福建,9000.0,15.49,61.96,17.08,1.34,1952,0.0033,1.95,-25.01,75.97
598,600617,国新能源,1.89,9.16,0.17,9.03,9.22,9.02,8.99,27.43,1.58,0.45,2.22,40856,20191,20665,37402564,108466.36,供气供热,山西,89841.43,82.29,99.36,9.15,1.33,1162,0.0004,1.55,-19.79,-17.77
599,002640,跨境通,1.89,19.95,0.37,19.75,20.63,19.75,19.58,44.91,1.61,1.31,4.49,98344,39312,59031,197455376,143511.03,服饰,山西,74939.21,149.5,286.3,20.08,1.18,3111,0.0004,1.01,9.86,17.84
600,601919,中远海控,1.89,8.09,0.15,7.96,8.21,7.86,7.94,76.49,1.0,0.96,4.41,729596,360190,369405,588212736,1021627.44,水运,天津,763567.44,617.73,617.73,8.06,1.33,4420,0.0002,2.93,51.21,27.6
601,002879,长缆科技,1.89,31.34,0.58,30.62,31.4,30.61,30.76,31.89,1.09,11.93,2.57,41753,16416,25337,129275208,13793.4,电气设备,湖南,3500.0,10.97,43.23,30.96,1.17,2290,0.0052,2.38,31.79,31.79
602,300218,安利股份,1.88,10.82,0.2,10.64,10.82,10.62,10.62,387.55,0.94,0.63,1.88,13701,6386,7314,14717788,21698.69,塑料,安徽,21627.64,23.4,23.48,10.74,1.17,817,0.0008,1.88,-10.73,-29.6
603,600820,隧道股份,1.88,10.3,0.19,10.23,10.48,10.13,10.11,22.89,2.5,2.57,3.46,809159,417035,392123,833838336,314409.63,建筑施工,上海,314409.63,323.84,323.84,10.31,1.32,4172,0.0006,1.68,10.63,-12.34
604,300599,雄塑科技,1.88,15.18,0.28,14.98,15.28,14.92,14.9,57.49,0.71,3.79,2.42,28807,11034,17773,43664612,30400.0,塑料,广东,7600.0,11.54,46.15,15.16,1.17,1260,0.003,1.74,-20.9,-33.04
605,603488,展鹏科技,1.88,15.19,0.28,15.05,15.27,14.93,14.91,75.3,1.22,4.75,2.28,24674,10155,14519,37272648,20800.0,电气设备,江苏,5200.0,7.9,31.6,15.11,1.32,1155,0.0041,1.74,3.4,37.59
606,000733,振华科技,1.88,16.29,0.3,16.07,16.34,16.07,15.99,22.35,1.46,1.48,1.69,69402,31069,38332,112595784,46934.21,元器件,贵州,46934.21,76.46,76.46,16.22,1.16,2274,0.0007,1.37,2.78,-8.99
607,603888,新华网,1.87,29.36,0.54,29.0,29.5,28.95,28.82,181.91,1.04,1.26,1.91,16295,7035,9260,47677164,51902.94,互联网,北京,12975.73,38.1,152.39,29.26,1.32,1314,0.001,1.42,-14.1,-3.9
608,600306,商业城,1.87,14.69,0.27,14.42,14.77,14.36,14.42,3.81,1.06,2.86,2.84,50716,22201,28514,73948712,17813.89,百货,辽宁,17740.57,26.06,26.17,14.58,1.32,1549,0.0018,2.3,3.45,0.82
609,603936,博敏电子,1.87,27.22,0.5,26.8,27.66,26.65,26.72,62.5,1.62,2.57,3.78,14420,7431,6989,39154544,16735.0,元器件,广东,5610.0,15.27,45.55,27.15,1.31,1124,0.0023,2.14,11.92,-8.13
610,601965,中国汽研,1.87,9.26,0.17,9.14,9.28,9.11,9.09,30.01,1.2,0.31,1.87,29430,9926,19503,27088016,96117.97,汽车服务,重庆,96117.97,89.01,89.01,9.2,1.31,808,0.0004,1.65,1.65,-16.65
611,002440,闰土股份,1.87,19.61,0.36,19.52,19.67,19.18,19.25,18.72,0.79,2.9,2.55,178179,86930,91248,346166944,76700.0,染料涂料,浙江,61343.98,120.3,150.41,19.43,1.16,3236,0.0009,2.24,36.18,13.62
612,002585,双星新材,1.87,7.63,0.14,7.51,7.65,7.51,7.49,51.05,2.0,1.0,1.87,69723,31688,38035,52998300,115627.79,塑料,江苏,69546.4,53.06,88.22,7.6,1.16,1315,0.0008,1.6,-2.68,-18.22
613,603803,瑞斯康达,1.87,20.75,0.38,20.37,20.85,20.37,20.37,36.69,0.66,4.43,2.36,25172,10487,14685,52064712,42105.55,通信设备,北京,5680.0,11.79,87.37,20.68,1.31,1401,0.0032,1.87,-23.26,26.06
614,603266,天龙股份,1.86,30.14,0.55,29.58,30.22,29.36,29.59,36.1,0.72,3.24,2.91,8101,3478,4622,24165148,10000.0,塑料,浙江,2500.0,7.53,30.14,29.83,1.3,679,0.0048,2.66,-18.28,-23.52
615,002516,旷达科技,1.86,5.49,0.1,5.4,5.49,5.38,5.39,29.26,2.34,1.28,2.04,95518,35207,60311,52077548,150341.28,纺织,江苏,74546.28,40.93,82.54,5.45,1.14,1365,0.0009,2.04,-1.96,-14.88
616,002700,新疆浩源,1.85,11.01,0.2,10.81,11.05,10.78,10.81,50.63,1.01,0.58,2.5,18094,7601,10493,19771862,42242.69,供气供热,新疆,31309.33,34.47,46.51,10.93,1.14,698,0.0008,2.13,-4.09,-18.87
617,002826,易明医药,1.85,19.27,0.35,18.96,19.38,18.95,18.92,85.69,1.54,2.81,2.27,13323,5917,7405,25577292,18972.0,中成药,西藏,4743.0,9.14,36.56,19.2,1.14,857,0.0033,1.69,-13.66,-26.56
618,300548,博创科技,1.84,48.08,0.87,46.88,48.13,46.88,47.21,49.4,0.64,2.37,2.65,4902,1812,3089,23359602,8267.0,元器件,浙江,2067.0,9.94,39.75,47.66,1.13,581,0.0041,2.56,-16.93,-26.4
619,300223,北京君正,1.84,25.99,0.47,25.52,26.19,25.52,25.52,571.98,0.55,2.28,2.63,22510,11403,11107,58423868,16643.41,半导体,北京,9853.29,25.61,43.26,25.95,1.13,1298,0.0018,1.84,-3.63,-46.3
620,603767,中马传动,1.84,18.26,0.33,17.97,18.29,17.93,17.93,43.26,1.17,5.31,2.01,28307,11779,16527,51420672,21332.0,汽车配件,浙江,5333.0,9.74,38.95,18.17,1.28,1367,0.0039,1.84,13.35,13.35
621,002500,山西证券,1.84,11.62,0.21,11.47,11.65,11.4,11.41,58.53,0.95,1.78,2.19,504491,233567,270924,583047232,282872.5,证券,山西,282872.5,328.7,328.7,11.56,1.13,3770,0.0005,1.93,25.76,0.52
622,603818,曲美家居,1.84,16.05,0.29,15.74,16.08,15.64,15.76,36.75,1.59,1.89,2.79,24851,11855,12996,39356008,48412.0,家居用品,北京,13160.79,21.12,77.7,15.84,1.28,1111,0.0017,2.62,-0.99,2.03
623,300535,达威股份,1.84,42.65,0.77,42.1,42.94,42.1,41.88,45.37,0.68,1.95,2.01,6188,2916,3271,26295912,5974.0,化工原料,四川,3172.45,13.53,25.48,42.5,1.13,768,0.0025,1.31,-29.5,-52.64
624,603716,塞力斯,1.84,82.66,1.49,81.42,82.87,81.17,81.17,71.95,0.73,1.23,2.09,1572,529,1043,12903545,5094.0,医药商业,湖北,1274.0,10.53,42.11,82.08,1.28,408,0.003,1.84,-17.14,-15.02
625,300457,赢合科技,1.84,76.58,1.38,75.5,76.58,75.2,75.2,63.27,0.9,3.09,1.84,17205,8384,8820,130844472,12396.23,专用机械,深圳,5560.18,42.58,94.93,76.05,1.12,1337,0.0023,1.84,25.81,15.75
626,002873,新天药业,1.83,39.46,0.71,38.65,39.59,38.6,38.75,44.14,0.71,5.93,2.55,10210,4266,5944,40082932,6888.0,中成药,贵州,1722.0,6.8,27.18,39.26,1.12,1258,0.0047,2.23,48.85,78.63
627,600598,北大荒,1.83,11.68,0.21,11.45,11.7,11.41,11.47,21.35,1.48,1.18,2.53,209411,101762,107649,242625200,177767.98,种植业,黑龙江,177767.98,207.63,207.63,11.59,1.27,2548,0.0005,2.37,8.25,-1.93
628,002537,海联金汇,1.83,12.24,0.22,12.0,12.32,11.95,12.02,40.91,0.36,1.11,3.08,73323,36502,36820,89202688,125135.0,汽车整车,山东,66000.0,80.78,153.17,12.17,1.12,1800,0.0006,2.43,1.24,-9.8
629,002549,凯美特气,1.83,8.35,0.15,8.21,8.35,8.14,8.2,197.11,0.27,1.6,2.56,99251,46869,52382,82003720,62370.0,环境保护,湖南,62023.48,51.79,52.08,8.26,1.12,2152,0.0007,2.58,9.29,-7.22
630,600489,中金黄金,1.82,11.2,0.2,11.48,11.5,11.12,11.0,109.67,1.3,2.04,3.45,702614,364859,337754,790315520,345113.72,黄金,北京,345113.72,386.53,386.53,11.25,1.26,3922,0.0005,0.72,9.38,-9.75
631,603160,汇顶科技,1.82,94.15,1.68,92.58,94.19,92.55,92.47,60.98,0.75,1.47,1.77,6635,2578,4056,62103840,45425.82,元器件,深圳,4500.0,42.37,427.68,93.61,1.26,1043,0.0014,1.73,-1.97,3.43
632,002870,香山股份,1.81,29.74,0.53,29.29,29.78,29.07,29.21,40.61,1.02,5.21,2.43,14403,6262,8141,42542588,11067.0,电器仪表,广东,2767.0,8.23,32.91,29.54,1.1,1145,0.0045,2.3,-30.98,21.24
633,002636,金安国纪,1.81,18.55,0.33,18.3,18.65,18.14,18.22,22.17,0.83,2.98,2.8,73375,31372,42002,135120000,72800.0,元器件,上海,24640.51,45.71,135.04,18.42,1.1,2775,0.0011,2.26,4.92,-4.23
634,600884,杉杉股份,1.8,20.32,0.36,19.96,20.41,19.92,19.96,33.64,0.53,2.04,2.45,167230,77625,89604,337908160,112276.5,服饰,浙江,82171.64,166.97,228.15,20.21,1.25,3048,0.0007,2.01,40.92,55.59
635,300083,劲胜智能,1.8,10.17,0.18,10.06,10.24,9.82,9.99,24.64,0.63,4.63,4.2,520413,281519,238893,520297728,143186.56,元器件,广东,112311.67,114.22,145.62,10.0,1.09,3865,0.0012,3.56,19.79,42.64
636,002456,欧菲光,1.8,20.35,0.36,20.17,20.58,20.0,19.99,72.5,0.72,1.3,2.9,331246,155422,175823,672239296,271566.59,元器件,深圳,255447.84,519.84,552.64,20.29,1.09,3852,0.0003,1.75,31.8,45.15
637,000969,安泰科技,1.8,10.18,0.18,10.04,10.34,9.98,10.0,217.9,0.65,1.79,3.6,159462,74979,84482,162849904,102600.81,钢加工,北京,89068.42,90.67,104.45,10.21,1.09,2432,0.0007,2.0,19.06,-4.59
638,300335,迪森股份,1.8,18.69,0.33,18.34,18.77,18.17,18.36,48.54,0.75,1.58,3.27,41463,15952,25511,76547184,36195.96,供气供热,广东,26304.88,49.16,67.65,18.46,1.08,1423,0.0011,2.86,-1.99,11.25
639,600683,京投发展,1.8,7.37,0.13,7.26,7.46,7.22,7.24,0.0,1.94,0.93,3.31,68890,29361,39528,50586888,74077.75,区域地产,浙江,74077.75,54.6,54.6,7.34,1.24,1096,0.0008,2.08,-5.99,-19.1
