,code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
1471,002250,联化科技,0.69,13.04,0.09,12.94,13.04,12.93,12.95,36.84,0.9,0.94,0.85,63608,33408,30200,82596272,92590.2,化工原料,浙江,67853.59,88.48,120.74,12.99,-0.02,1809,0.0005,0.85,-3.69,-14.94
1472,000536,华映科技,0.69,5.8,0.04,5.76,5.84,5.7,5.76,113.39,0.65,1.07,2.43,132986,60814,72172,77013552,276603.28,元器件,福建,124331.82,72.11,160.43,5.79,-0.02,1902,0.0006,1.75,,-20.87
1473,603268,松发股份,0.69,29.02,0.2,29.0,29.1,28.42,28.82,93.34,1.23,2.81,2.36,11553,5906,5646,33233754,8800.0,陶瓷,广东,4114.0,11.94,25.54,28.77,0.14,1150,0.0024,2.11,-40.8,-39.3
1474,300388,国祯环保,0.69,20.32,0.14,20.18,20.45,20.06,20.18,72.11,0.63,0.49,1.93,14291,6092,8199,28997756,30566.84,环境保护,安徽,29383.94,59.71,62.11,20.29,-0.02,722,0.0007,1.3,-7.8,-6.32
1475,600529,山东药玻,0.69,21.81,0.15,21.74,21.87,21.56,21.66,25.06,0.42,0.74,1.43,18950,12687,6263,41125800,30355.5,玻璃,山东,25738.0,56.13,66.21,21.7,0.14,1922,0.0004,1.16,0.41,13.65
1476,002287,奇正藏药,0.69,39.28,0.27,38.98,39.3,38.93,39.01,47.0,0.55,0.13,0.95,5370,2795,2575,21038666,40600.0,中成药,西藏,40600.0,159.48,159.48,39.18,-0.02,582,0.0002,0.9,-0.86,-24.91
1477,002215,诺 普 信,0.69,8.73,0.06,8.69,8.77,8.62,8.67,17.47,0.64,2.0,1.73,139028,80799,58229,120815264,91407.64,农药化肥,深圳,69549.97,60.72,79.8,8.69,-0.02,2082,0.001,1.28,6.33,-23.35
1478,300046,台基股份,0.69,18.93,0.13,18.74,19.09,18.7,18.8,49.81,0.44,1.34,2.07,18974,9817,9157,35901916,14208.0,半导体,湖北,14208.0,26.9,26.9,18.92,-0.02,1106,0.0012,1.23,-3.32,-20.33
1479,000529,广弘控股,0.69,8.75,0.06,8.72,8.89,8.72,8.69,55.25,1.04,0.54,1.96,30816,13673,17142,27098484,58379.03,食品,广东,56988.44,49.86,51.08,8.79,-0.02,951,0.0006,0.34,-12.76,-23.18
1480,601375,中原证券,0.68,8.84,0.06,8.8,8.84,8.77,8.78,86.67,0.82,2.12,0.8,148572,65408,83163,130857376,392373.47,证券,河南,69998.25,61.88,236.36,8.81,0.13,2621,0.0008,0.8,-13.5,-21.07
1481,002567,唐人神,0.68,8.84,0.06,8.78,8.89,8.71,8.78,25.73,0.63,1.75,2.05,110445,46211,64233,97051456,80188.47,饲料,湖南,62996.23,55.69,70.89,8.79,-0.03,2582,0.0007,1.49,-13.92,6.63
1482,300365,恒华科技,0.68,35.38,0.24,35.14,35.56,35.02,35.14,65.38,0.49,0.44,1.54,4500,2038,2461,15857544,17590.5,软件服务,北京,10326.78,36.54,62.24,35.24,-0.03,915,0.0005,1.03,-1.45,0.71
1483,600226,瀚叶股份,0.68,8.85,0.06,8.77,8.89,8.71,8.79,40.25,0.79,0.6,2.05,65554,29067,36486,57826012,172452.75,农药化肥,浙江,109498.29,96.91,152.62,8.82,0.13,820,0.0007,1.61,-3.8,-6.35
1484,603429,集友股份,0.68,76.8,0.52,76.2,77.39,75.33,76.28,68.37,0.65,0.73,2.7,1239,670,569,9453393,6800.0,广告包装,安徽,1700.0,13.06,52.22,76.3,0.13,172,0.0042,1.95,-6.59,23.63
1485,600265,ST景谷,0.68,25.13,0.17,24.9,25.23,24.9,24.96,0.0,0.93,0.14,1.32,1791,527,1264,4494536,12980.0,林业,云南,12980.0,32.62,32.62,25.09,0.12,95,0.0015,0.92,-23.57,-29.9
1486,000069,华侨城Ａ,0.68,8.87,0.06,8.81,8.96,8.81,8.81,24.04,0.88,0.46,1.7,282268,142773,139495,251328144,820568.13,旅游景点,深圳,612414.94,543.21,727.84,8.9,-0.03,3982,0.0001,0.68,6.23,21.34
1487,603606,东方电缆,0.68,11.83,0.08,11.7,11.84,11.66,11.75,65.46,0.46,0.77,1.53,10770,4307,6463,12689041,31097.0,电气设备,浙江,13923.79,16.47,36.79,11.78,0.12,670,0.0012,1.46,-6.19,-30.08
1488,002880,卫光生物,0.68,59.26,0.4,58.83,59.4,58.0,58.86,46.13,1.2,4.06,2.38,10974,5879,5094,64614024,10800.0,生物制药,深圳,2700.0,16.0,64.0,58.88,-0.03,1218,0.0033,2.17,78.82,78.82
1489,300370,安控科技,0.68,4.45,0.03,4.45,4.48,4.39,4.42,0.0,0.67,0.84,2.04,48795,32024,16770,21646120,95868.27,电器仪表,北京,58219.32,25.91,42.66,4.44,-0.03,818,0.001,1.37,-21.79,-13.42
1490,600677,航天通信,0.68,14.84,0.1,14.79,14.92,14.62,14.74,267.93,0.6,2.12,2.04,88157,48033,40123,130046336,52179.17,通信设备,浙江,41642.8,61.8,77.43,14.75,0.12,2317,0.0009,1.5,6.3,-20.81
1491,600580,卧龙电气,0.68,7.42,0.05,7.4,7.43,7.32,7.37,69.9,0.84,0.44,1.49,48988,26282,22706,36096896,128889.96,电气设备,浙江,111052.72,82.4,95.64,7.37,0.12,817,0.0005,1.37,0.41,-15.59
1492,603969,银龙股份,0.68,19.3,0.13,19.1,19.36,18.86,19.17,61.58,0.59,6.62,2.61,101075,54721,46353,192707136,40000.0,其他建材,天津,15263.04,29.46,77.2,19.07,0.12,2797,0.0024,2.33,-28.28,32.01
1493,002303,美盈森,0.68,7.43,0.05,7.38,7.44,7.36,7.38,39.69,0.85,0.25,1.08,35444,14770,20674,26246348,154232.38,造纸,深圳,143000.03,106.25,114.59,7.4,-0.04,988,0.0003,0.95,-5.11,-18.97
1494,002041,登海种业,0.68,13.38,0.09,13.35,13.42,13.27,13.29,65.2,0.71,0.29,1.13,24991,11376,13615,33331350,88000.0,种植业,山东,87386.04,116.92,117.74,13.34,-0.04,927,0.0003,0.83,1.75,-25.08
1495,300512,中亚股份,0.68,19.35,0.13,19.17,19.43,19.15,19.22,35.59,0.59,1.69,1.46,13177,6959,6217,25455154,27000.0,专用机械,浙江,7819.99,15.13,52.25,19.32,-0.04,830,0.002,1.04,-10.17,-29.41
1496,600809,山西汾酒,0.68,44.7,0.3,44.98,45.31,44.2,44.4,20.69,0.66,0.62,2.5,53409,25812,27596,238503136,86584.82,白酒,山西,86584.82,387.03,387.03,44.66,0.12,3041,0.0002,1.13,49.25,58.91
1497,002542,中化岩土,0.67,11.95,0.08,11.66,12.19,11.57,11.87,139.79,0.96,8.41,5.22,523296,270714,252581,622530560,180000.0,建筑施工,北京,62224.46,74.36,215.1,11.9,-0.04,4322,0.0019,3.28,-13.59,40.59
1498,300489,中飞股份,0.67,23.97,0.16,23.81,24.21,23.61,23.81,220.46,0.48,2.32,2.52,10667,5590,5076,25409120,9075.0,铝,黑龙江,4588.5,11.0,21.75,23.82,-0.04,1017,0.0023,1.52,-4.16,-27.14
1499,600390,五矿资本,0.67,13.51,0.09,13.56,13.62,13.41,13.42,29.07,0.76,0.83,1.56,37569,19792,17777,50678044,374838.78,多元金融,湖南,45125.64,60.96,506.41,13.49,0.11,2272,0.0004,0.75,14.59,-3.57
1500,002849,威星智能,0.67,37.53,0.25,36.98,37.75,36.9,37.28,83.37,0.34,4.7,2.28,10184,5326,4857,38166020,8666.66,电器仪表,浙江,2166.66,8.13,32.53,37.48,-0.04,1108,0.0042,1.71,-0.98,97.21
1501,002162,悦心健康,0.67,6.01,0.04,5.99,6.07,5.98,5.97,209.0,0.67,0.5,1.51,42347,17288,25059,25507312,85215.0,医疗保健,上海,85215.0,51.21,51.21,6.02,-0.04,1237,0.0004,0.5,-9.08,-9.08
1502,000573,粤宏远Ａ,0.67,6.01,0.04,5.97,6.01,5.95,5.97,115.72,1.31,1.12,1.01,69385,29599,39786,41595296,62275.55,区域地产,广东,62217.32,37.39,37.43,5.99,-0.04,923,0.0012,1.01,-1.15,-33.81
1503,000609,绵石投资,0.67,15.03,0.1,14.93,15.12,14.92,14.93,18.17,0.8,0.29,1.34,7691,3678,4013,11574502,29922.55,区域地产,北京,26923.53,40.47,44.97,15.05,-0.04,496,0.0006,0.74,-5.77,-18.0
1504,603586,金麒麟,0.67,30.11,0.2,29.8,30.17,29.61,29.91,31.12,1.12,3.73,1.87,19594,9541,10053,58605568,20937.0,汽车配件,山东,5250.0,15.81,63.04,29.91,0.11,1497,0.0025,1.69,-14.92,-2.14
1505,600885,宏发股份,0.67,40.69,0.27,40.33,40.99,40.03,40.42,26.81,0.59,0.3,2.38,15735,5549,10186,63835232,53197.25,电气设备,湖北,53197.25,216.46,216.46,40.57,0.11,1276,0.0002,1.65,8.88,25.74
1506,603035,常熟汽饰,0.67,19.63,0.13,19.4,19.78,19.33,19.5,22.82,0.77,2.14,2.31,15006,6844,8162,29318840,28000.0,汽车配件,江苏,7000.0,13.74,54.96,19.54,0.11,565,0.0038,1.55,-7.14,-24.27
1507,600331,宏达股份,0.67,6.04,0.04,6.02,6.14,5.97,6.0,64.36,0.93,2.56,2.83,264288,135810,128477,160463424,203200.0,铅锌,四川,103200.0,62.33,122.73,6.07,0.11,2382,0.0011,1.17,15.71,-15.76
1508,600966,博汇纸业,0.67,6.05,0.04,6.03,6.1,5.97,6.01,9.98,0.68,2.43,2.16,324637,151237,173400,195830592,133684.42,造纸,山东,133684.42,80.88,80.88,6.03,0.11,2762,0.0009,1.34,26.3,17.02
1509,002288,超华科技,0.66,7.58,0.05,7.51,7.63,7.5,7.53,113.45,0.64,1.43,1.73,94369,52036,42332,71243088,93164.38,元器件,广东,65967.53,50.0,70.62,7.55,-0.05,1627,0.0009,1.07,7.82,-0.66
1510,002177,御银股份,0.66,6.09,0.04,6.07,6.13,6.03,6.05,67.14,0.35,3.29,1.65,204759,109968,94791,124494992,76119.13,电脑设备,广东,62215.64,37.89,46.36,6.08,-0.05,2632,0.0013,1.0,1.84,-18.26
1511,300026,红日药业,0.66,4.58,0.03,4.56,4.59,4.53,4.55,26.01,0.62,0.52,1.32,116003,63750,52253,52942552,301105.47,中成药,天津,223448.2,102.34,137.91,4.56,-0.05,2205,0.0002,1.1,-0.65,-13.91
1512,000616,海航投资,0.66,4.58,0.03,4.52,4.59,4.5,4.55,34.6,0.88,1.5,1.98,214057,116617,97439,97228520,143023.44,全国地产,辽宁,143021.94,65.5,65.5,4.54,-0.05,1686,0.0009,1.78,3.39,-12.43
1513,002789,建艺集团,0.66,45.81,0.3,45.1,45.95,45.1,45.51,33.18,1.0,1.43,1.87,5299,2719,2580,24216444,8120.0,装修装饰,深圳,3710.47,17.0,37.2,45.7,-0.05,770,0.0019,1.57,-9.29,-36.1
1514,002719,麦趣尔,0.66,32.07,0.21,31.82,32.53,31.68,31.86,153.67,0.8,0.68,2.67,5546,3400,2145,17757378,10883.71,乳制品,新疆,8204.34,26.31,34.9,32.02,-0.05,655,0.001,1.23,0.12,-29.92
1515,600030,中信证券,0.66,16.81,0.11,16.7,16.82,16.63,16.7,22.13,1.05,0.6,1.14,586059,278493,307565,979685248,1211690.88,证券,深圳,981466.19,1649.84,1653.87,16.72,0.1,4258,0.0001,1.08,9.44,1.69
1516,600259,广晟有色,0.66,50.44,0.33,50.3,51.24,49.55,50.11,2214.05,0.55,4.3,3.37,111125,56082,55042,559832576,30180.23,小金属,海南,25830.58,130.29,152.23,50.38,0.1,3802,0.0011,1.8,27.53,5.21
1517,601211,国泰君安,0.66,19.88,0.13,19.75,19.92,19.75,19.75,16.9,0.9,0.42,0.86,197572,98169,99402,392343040,871393.38,证券,上海,473269.03,940.86,1494.2,19.86,0.1,3464,0.0001,0.66,10.08,3.81
1518,603339,四方冷链,0.66,26.07,0.17,25.73,26.12,25.73,25.9,39.62,0.59,2.81,1.51,15961,7394,8566,41372936,21024.63,专用机械,江苏,5680.0,14.81,54.81,25.92,0.1,1234,0.0023,1.32,-2.14,-16.84
1519,601011,宝泰隆,0.66,9.21,0.06,9.11,9.39,9.01,9.15,144.52,0.51,5.27,4.15,689747,345904,343842,635212288,136750.0,焦炭加工,黑龙江,130874.56,120.54,125.95,9.21,0.1,4396,0.0012,2.22,61.3,23.29
1520,603898,好莱客,0.65,32.31,0.21,32.06,32.38,31.6,32.1,47.43,1.21,1.86,2.43,16580,7201,9379,53073068,31811.83,家居用品,广东,8900.4,28.76,102.78,32.01,0.1,1330,0.0014,2.25,-6.89,0.59
1521,603228,景旺电子,0.65,47.72,0.31,47.41,48.0,47.26,47.41,30.82,0.92,3.7,1.56,17749,6824,10924,84636032,40800.0,元器件,深圳,4800.0,22.91,194.7,47.69,0.1,953,0.0039,0.97,3.63,0.34
1522,603958,哈森股份,0.65,21.6,0.14,21.3,21.87,21.2,21.46,30.98,1.44,9.26,3.12,61095,33282,27812,131470632,21736.0,服饰,江苏,6599.89,14.26,46.95,21.52,0.1,2515,0.0037,1.89,-38.13,-23.97
1523,300486,东杰智能,0.65,23.15,0.15,23.47,23.48,22.82,23.0,55.61,0.6,8.39,2.87,29127,15968,13158,67237944,14138.08,专用机械,山西,3472.0,8.04,32.73,23.08,-0.06,1655,0.0051,1.45,2.3,2.3
1524,000150,宜华健康,0.65,24.74,0.16,24.58,24.89,24.37,24.58,58.55,0.94,0.29,2.12,10376,4492,5883,25637016,44780.48,医疗保健,广东,35393.26,87.56,110.79,24.71,-0.06,865,0.0003,1.52,-2.94,-14.1
1525,600642,申能股份,0.65,6.19,0.04,6.16,6.2,6.15,6.15,13.92,0.85,0.15,0.81,66597,32578,34018,41115192,455203.84,火力发电,上海,455203.84,281.77,281.77,6.17,0.09,2048,0.0001,0.65,8.6,2.15
1526,002424,贵州百灵,0.65,17.05,0.11,17.0,17.22,16.99,16.94,43.55,1.18,0.48,1.36,35444,19289,16154,60487072,141120.0,中成药,贵州,73166.13,124.75,240.61,17.07,-0.06,1372,0.0004,0.35,5.64,-6.16
1527,603444,吉比特,0.65,222.28,1.43,221.4,223.0,220.85,220.85,26.63,0.33,2.66,0.97,4736,2347,2388,105142512,7173.99,互联网,福建,1780.0,39.57,159.46,222.03,0.09,1619,0.0016,0.65,-15.41,-6.49
1528,000978,桂林旅游,0.65,9.34,0.06,9.28,9.36,9.26,9.28,0.0,1.06,0.82,1.08,29633,14152,15481,27625408,36010.0,旅游景点,广西,36003.44,33.63,33.63,9.32,-0.07,939,0.0009,0.86,1.63,-16.9
1529,600398,海澜之家,0.65,9.35,0.06,9.29,9.37,9.28,9.29,10.4,0.99,0.14,0.97,62678,24152,38526,58572408,449275.78,服饰,江苏,449275.78,420.07,420.07,9.34,0.09,2834,0.0,0.75,-1.16,-7.88
1530,300515,三德科技,0.65,15.6,0.1,15.49,15.7,15.32,15.5,101.13,0.39,2.55,2.45,23281,12072,11209,36053340,20000.0,电器仪表,湖南,9120.75,14.23,31.2,15.49,-0.07,1288,0.002,1.83,-23.72,-29.32
1531,600756,浪潮软件,0.64,20.35,0.13,20.2,20.88,20.11,20.22,73.58,0.7,3.84,3.81,124584,62263,62320,254281744,32409.88,软件服务,山东,32409.88,65.95,65.95,20.41,0.09,2852,0.0013,1.19,3.56,-3.74
1532,002545,东方铁塔,0.64,15.68,0.1,15.6,15.75,15.21,15.58,242.75,0.76,1.69,3.47,47320,22526,24793,73137360,131639.75,钢加工,山东,28062.5,44.0,206.41,15.46,-0.07,1662,0.001,3.09,51.06,36.47
1533,600561,江西长运,0.64,9.43,0.06,9.37,9.46,9.37,9.37,0.0,0.75,0.51,0.96,12077,4561,7515,11366594,23706.4,公路,江西,23706.4,22.36,22.36,9.41,0.08,612,0.0008,0.64,-4.65,-26.9
1534,002618,丹邦科技,0.64,11.01,0.07,10.94,11.06,10.89,10.94,190.22,0.53,0.39,1.55,21160,10885,10274,23211038,54792.0,元器件,深圳,54792.0,60.33,60.33,10.97,-0.07,895,0.0004,1.1,-13.03,-32.62
1535,603609,禾丰牧业,0.64,9.44,0.06,9.39,9.5,9.34,9.38,27.87,0.8,0.49,1.71,40538,18897,21640,38239524,83117.64,饲料,辽宁,83117.64,78.46,78.46,9.43,0.08,1286,0.0004,1.07,-6.16,-28.81
1536,002005,德豪润达,0.64,4.72,0.03,4.7,4.75,4.7,4.69,0.0,1.09,0.65,1.07,76392,42129,34263,36051448,139640.0,家用电器,广东,116640.0,55.05,65.91,4.72,-0.07,1268,0.0005,0.43,-2.28,-17.77
1537,600246,万通地产,0.64,4.73,0.03,4.73,4.73,4.66,4.7,94.98,0.9,0.4,1.49,48766,20267,28498,22944386,205400.94,区域地产,北京,121680.0,57.55,97.15,4.71,0.08,762,0.0005,1.5,0.42,-17.88
1538,002692,睿康股份,0.64,9.49,0.06,9.35,9.5,9.31,9.43,111.38,0.97,0.41,2.01,18198,8068,10130,17148634,71814.6,电气设备,江苏,44395.44,42.13,68.15,9.42,-0.08,486,0.0008,1.93,4.63,-17.41
1539,600368,五洲交通,0.64,6.33,0.04,6.29,6.37,6.27,6.29,11.46,1.12,1.18,1.59,98136,50710,47426,62021760,83380.15,路桥,广西,83380.15,52.78,52.78,6.32,0.08,1967,0.0006,0.96,9.14,-1.09
1540,002452,长高集团,0.64,7.92,0.05,7.79,7.95,7.79,7.87,54.06,0.68,2.6,2.03,88679,54209,34470,69998048,52542.39,电气设备,湖南,34043.64,26.96,41.61,7.89,-0.08,1959,0.0013,1.67,14.95,-7.8
1541,002052,同洲电子,0.63,6.34,0.04,6.29,6.34,6.23,6.3,791.66,0.93,1.62,1.75,100932,61016,39916,63441668,74595.96,通信设备,深圳,62133.44,39.39,47.29,6.29,-0.08,1714,0.0009,1.77,-5.09,-36.85
1542,002360,同德化工,0.63,7.93,0.05,7.85,7.94,7.85,7.88,45.84,1.06,0.88,1.14,25235,10692,14543,19960052,39151.26,化工原料,山西,28742.02,22.79,31.05,7.91,-0.08,639,0.0014,1.02,-5.71,-31.93
1543,000623,吉林敖东,0.63,22.21,0.14,21.88,22.24,21.88,22.07,15.43,0.93,0.47,1.63,50652,25711,24941,112249104,116277.0,中成药,吉林,107226.38,238.15,258.25,22.16,-0.08,2066,0.0002,1.51,7.19,-3.94
1544,002548,金新农,0.63,11.11,0.07,11.05,11.13,11.05,11.04,33.34,0.62,0.6,0.72,18654,9715,8938,20683296,38084.28,饲料,深圳,31212.42,34.68,42.31,11.09,-0.08,951,0.0006,0.54,-16.15,-23.17
1545,601998,中信银行,0.63,6.35,0.04,6.3,6.35,6.3,6.31,6.82,0.82,0.09,0.79,291324,172687,118636,183991680,4893479.5,银行,北京,3190516.5,2025.98,2162.34,6.32,0.08,2358,0.0,0.79,10.82,-7.16
1546,002717,岭南园林,0.63,26.99,0.17,26.86,27.09,26.62,26.82,58.41,0.5,1.04,1.75,18185,9267,8917,48924440,41403.78,建筑施工,广东,17561.9,47.4,111.75,26.9,-0.08,1146,0.0009,1.39,2.55,12.18
1547,300233,金城医药,0.63,20.66,0.13,20.53,21.03,20.53,20.53,37.28,0.73,0.53,2.44,12254,7499,4754,25438636,39315.21,化学制药,山东,23202.85,47.94,81.23,20.76,-0.08,1128,0.0005,0.63,-10.13,-9.03
1548,603003,龙宇燃油,0.63,15.9,0.1,15.9,16.2,15.71,15.8,106.63,1.59,1.53,3.1,30846,16290,14556,49115128,44111.46,石油贸易,上海,20200.0,32.12,70.14,15.92,0.08,1398,0.0011,1.21,-28.22,-30.96
1549,300354,东华测试,0.63,14.31,0.09,14.22,14.38,14.15,14.22,0.0,0.83,1.43,1.62,10358,4763,5594,14758722,13834.12,电器仪表,江苏,7256.37,10.38,19.8,14.25,-0.08,594,0.0024,1.13,-14.87,-32.56
1550,002031,巨轮智能,0.63,3.18,0.02,3.15,3.19,3.15,3.16,147.67,0.35,0.77,1.27,144540,78027,66513,45833492,219939.56,汽车配件,广东,187185.69,59.53,69.94,3.17,-0.08,1721,0.0004,0.95,-0.62,-5.36
1551,002747,埃斯顿,0.63,12.74,0.08,12.74,12.96,12.66,12.66,199.22,0.58,4.17,2.37,75031,40317,34714,95803416,83697.7,机械基件,江苏,18000.0,22.93,106.63,12.77,-0.08,2367,0.0018,0.63,6.17,-7.08
1552,600377,宁沪高速,0.63,9.57,0.06,9.53,9.58,9.53,9.51,13.72,0.92,0.08,0.53,31614,14897,16717,30197940,503774.75,路桥,江苏,379798.13,363.47,365.17,9.55,0.07,1337,0.0001,0.42,7.65,12.06
1553,601188,龙江交通,0.63,4.79,0.03,4.79,4.81,4.74,4.76,20.8,1.03,0.21,1.47,27542,14042,13500,13178103,131587.84,路桥,黑龙江,131587.84,63.03,63.03,4.78,0.07,836,0.0003,1.05,-3.62,-18.26
1554,300239,东宝生物,0.63,6.39,0.04,6.35,6.4,6.34,6.35,128.74,0.82,0.49,0.94,21921,9288,12633,13960577,46087.41,生物制药,内蒙,44492.62,28.43,29.45,6.37,-0.08,544,0.0009,0.79,-6.03,-21.79
1555,601918,新集能源,0.63,4.81,0.03,4.8,4.89,4.76,4.78,17.09,1.06,1.51,2.72,390711,179468,211242,188716960,259054.19,煤炭开采,安徽,259054.19,124.61,124.61,4.83,0.07,2569,0.0006,1.05,17.89,-0.62
1556,601118,海南橡胶,0.63,6.43,0.04,6.36,6.52,6.34,6.39,0.0,0.77,0.64,2.82,251260,124193,127067,161898784,393117.16,橡胶,海南,393117.16,252.77,252.77,6.44,0.07,2445,0.0003,1.42,15.65,-17.03
1557,002421,达实智能,0.63,6.43,0.04,6.41,6.47,6.35,6.39,59.82,0.34,3.39,1.88,478580,257498,221081,306466592,192672.95,软件服务,深圳,140987.81,90.66,123.89,6.4,-0.09,3706,0.0009,1.26,8.43,0.78
1558,002013,中航机电,0.62,11.27,0.07,11.22,11.36,11.18,11.2,1250.94,0.79,0.63,1.61,131767,65263,66504,148239776,240575.56,航空,湖北,209503.77,236.11,271.13,11.25,-0.09,2903,0.0002,0.81,9.1,-2.17
1559,601808,中海油服,0.62,11.28,0.07,11.29,11.33,11.2,11.21,0.0,1.25,0.23,1.16,69537,37152,32384,78286488,477159.19,石油开采,天津,296046.81,333.94,333.94,11.26,0.07,1518,0.0002,0.71,-14.22,-14.93
1560,300256,星星科技,0.62,9.67,0.06,9.58,9.78,9.52,9.61,160.19,0.81,1.95,2.71,73915,37322,36593,71106976,64810.89,元器件,浙江,37881.92,36.63,62.67,9.62,-0.09,2318,0.0008,1.58,-11.04,-19.15
1561,300501,海顺新材,0.62,41.92,0.26,41.32,42.06,41.32,41.66,47.39,0.58,2.13,1.78,5131,2991,2139,21440246,6725.87,广告包装,上海,2404.08,10.08,28.19,41.79,-0.09,675,0.0032,1.45,-14.62,-33.34
1562,603100,川仪股份,0.62,11.29,0.07,11.26,11.34,11.18,11.22,47.06,0.77,0.71,1.43,18287,9656,8631,20594672,39500.0,电器仪表,重庆,25862.5,29.2,44.6,11.26,0.07,709,0.001,0.98,-4.08,-23.25
1563,002644,佛慈制药,0.62,9.68,0.06,9.65,9.71,9.58,9.62,71.63,1.48,0.55,1.35,28132,13562,14570,27156406,51065.69,中成药,甘肃,51065.69,49.43,49.43,9.65,-0.09,842,0.0007,1.04,5.22,-11.44
1564,002139,拓邦股份,0.62,11.3,0.07,11.21,11.49,11.2,11.23,40.91,0.69,2.28,2.58,118380,61258,57122,134346080,68020.7,元器件,深圳,51876.82,58.62,76.86,11.35,-0.09,2103,0.0011,0.89,16.26,28.12
1565,603159,上海亚虹,0.62,30.8,0.19,30.32,31.0,30.32,30.61,90.95,1.02,4.61,2.22,11523,5789,5733,35338032,10000.0,专用机械,上海,2500.0,7.7,30.8,30.67,0.06,1000,0.0046,1.58,-25.93,-37.97
1566,600475,华光股份,0.62,19.46,0.12,19.4,19.57,19.34,19.34,18.66,0.86,2.14,1.19,30080,15700,14380,58589420,55939.21,专用机械,江苏,14049.54,27.34,108.86,19.48,0.06,1552,0.0014,0.62,-13.16,1.51
1567,002608,江苏国信,0.62,12.98,0.08,12.75,13.01,12.67,12.9,28.24,0.65,2.42,2.64,129912,70753,59159,166467872,325314.53,火力发电,江苏,53715.91,69.72,422.26,12.81,-0.09,2771,0.0009,2.45,3.43,19.52
1568,000835,长城动漫,0.62,9.74,0.06,9.63,9.76,9.63,9.68,36.21,0.64,1.29,1.34,39082,18444,20637,37952020,32676.03,影视音像,四川,30289.5,29.5,31.83,9.71,-0.09,1071,0.0012,1.14,-1.52,-13.73
1569,002563,森马服饰,0.62,8.12,0.05,8.08,8.16,8.07,8.07,21.68,0.91,0.18,1.12,33703,18104,15599,27371876,269382.91,服饰,浙江,183887.2,149.32,218.74,8.12,-0.09,1074,0.0002,0.62,-4.47,-14.44
1570,600754,锦江股份,0.62,29.24,0.18,29.14,29.48,29.07,29.06,35.18,1.18,0.4,1.41,17870,9758,8111,52282812,95793.64,酒店餐饮,上海,44724.07,130.77,280.1,29.26,0.06,1752,0.0002,0.58,18.62,-2.21
1571,002481,双塔食品,0.62,6.5,0.04,6.44,6.52,6.44,6.46,70.45,1.17,0.52,1.24,59377,30981,28395,38479256,126339.0,食品,山东,113336.75,73.67,82.12,6.48,-0.09,857,0.0006,0.93,-3.56,-26.88
1572,002429,兆驰股份,0.62,3.25,0.02,3.23,3.25,3.22,3.23,22.44,0.91,0.59,0.93,232631,110618,122013,75377880,452694.06,家用电器,深圳,397291.25,129.12,147.13,3.24,-0.09,2098,0.0003,0.93,-6.88,-18.95
1573,600883,博闻科技,0.62,11.39,0.07,11.32,11.39,11.26,11.32,17.44,0.76,0.87,1.15,20549,10123,10425,23264900,23608.8,水泥,云南,23608.8,26.89,26.89,11.32,0.06,832,0.001,1.15,-8.44,-24.52
1574,002783,凯龙股份,0.62,22.79,0.14,22.8,22.94,22.5,22.65,63.8,0.71,1.71,1.94,18302,9832,8470,41540064,20867.5,化工原料,湖北,10700.12,24.39,47.56,22.7,-0.1,1250,0.0014,1.29,-21.09,-18.14
1575,300428,四通新材,0.62,24.46,0.15,24.35,24.49,24.1,24.31,82.06,0.5,4.42,1.6,27577,14936,12641,66996120,24240.0,铝,河北,6240.0,15.26,59.29,24.29,-0.1,1642,0.0027,1.49,-27.91,-9.64
1576,300423,鲁亿通,0.62,26.1,0.16,25.89,26.19,25.89,25.94,222.23,0.58,2.25,1.16,10219,5660,4559,26618900,11096.26,电气设备,山东,4542.93,11.86,28.96,26.05,-0.1,592,0.0038,0.81,-23.12,-19.44
1577,603703,盛洋科技,0.62,17.97,0.11,17.99,18.09,17.74,17.86,75.74,0.7,2.95,1.96,28253,15599,12654,50559080,22970.0,通信设备,浙江,9591.87,17.24,41.28,17.9,0.06,1377,0.0021,1.3,-2.28,-48.45
1578,601222,林洋能源,0.62,8.17,0.05,8.14,8.24,8.12,8.12,21.4,0.59,0.34,1.48,59558,22313,37245,48719204,176409.19,电器仪表,江苏,174253.19,142.36,144.13,8.18,0.06,1569,0.0002,0.62,19.44,9.81
1579,603309,维力医疗,0.61,18.04,0.11,17.98,18.08,17.84,17.93,45.58,1.28,1.83,1.34,14121,7230,6890,25368506,20000.0,医疗保健,广东,7700.0,13.89,36.08,17.97,0.06,713,0.0026,1.12,-3.27,-23.85
1580,002325,洪涛股份,0.61,6.56,0.04,6.53,6.56,6.51,6.52,40.58,0.76,0.91,0.77,83520,41943,41576,54559284,124523.79,装修装饰,深圳,91321.02,59.91,81.69,6.53,-0.1,1288,0.0007,0.77,0.77,-12.77
1581,603005,晶方科技,0.61,27.91,0.17,27.7,28.19,27.53,27.74,61.83,0.8,1.06,2.38,18186,9235,8950,50929544,23270.69,半导体,江苏,17164.86,47.91,64.95,28.01,0.06,1506,0.0007,1.38,-6.84,-0.32
